fidelizacion_id,client_id,nivel,puntos_acumulados,beneficios,fecha_ultima_actividad
FD-00037,CL-00037,Oro,2625,15% en todo + acceso anticipado,2025-07-06
FD-00038,CL-00038,Plata,3841,10% en bebidas y envíos gratis,2025-06-30
FD-00039,CL-00039,Plata,3027,10% en bebidas y envíos gratis,2025-07-14
FD-00040,CL-00040,Oro,2256,15% en todo + acceso anticipado,2025-06-22
FD-00041,CL-00041,Plata,4284,10% en bebidas y envíos gratis,2025-08-10
FD-00042,CL-00042,Platino,3261,20% en todo + regalos exclusivos,2025-07-16
FD-00043,CL-00043,Bronce,2496,5% descuento en snacks,2025-06-04
FD-00044,CL-00044,Bronce,843,5% descuento en snacks,2025-07-02
FD-00045,CL-00045,Plata,4093,10% en bebidas y envíos gratis,2025-06-09
FD-00046,CL-00046,Bronce,4828,5% descuento en snacks,2025-05-24
FD-00047,CL-00047,Oro,316,15% en todo + acceso anticipado,2025-06-18
FD-00048,CL-00048,Bronce,866,5% descuento en snacks,2025-06-16
FD-00049,CL-00049,Plata,216,10% en bebidas y envíos gratis,2025-06-01
FD-00050,CL-00050,Platino,140,20% en todo + regalos exclusivos,2025-06-09
FD-00051,CL-00051,Bronce,4778,5% descuento en snacks,2025-08-01
FD-00052,CL-00052,Bronce,4741,5% descuento en snacks,2025-05-31
FD-00053,CL-00053,Plata,3481,10% en bebidas y envíos gratis,2025-06-04
FD-00054,CL-00054,Plata,4609,10% en bebidas y envíos gratis,2025-05-31
FD-00055,CL-00055,Oro,4558,15% en todo + acceso anticipado,2025-08-11
FD-00056,CL-00056,Bronce,2601,5% descuento en snacks,2025-06-17
FD-00057,CL-00057,Bronce,914,5% descuento en snacks,2025-06-07
FD-00058,CL-00058,Bronce,1750,5% descuento en snacks,2025-06-24
FD-00059,CL-00059,Bronce,4332,5% descuento en snacks,2025-06-12
FD-00060,CL-00060,Bronce,896,5% descuento en snacks,2025-08-14
FD-00061,CL-00061,Bronce,3186,5% descuento en snacks,2025-06-16
FD-00062,CL-00062,Plata,1718,10% en bebidas y envíos gratis,2025-07-09
FD-00063,CL-00063,Bronce,3272,5% descuento en snacks,2025-07-27
FD-00064,CL-00064,Plata,286,10% en bebidas y envíos gratis,2025-06-23
FD-00065,CL-00065,Bronce,880,5% descuento en snacks,2025-08-07
FD-00066,CL-00066,Platino,4904,20% en todo + regalos exclusivos,2025-06-25
FD-00067,CL-00067,Bronce,4700,5% descuento en snacks,2025-08-03
FD-00068,CL-00068,Plata,2786,10% en bebidas y envíos gratis,2025-08-06
FD-00069,CL-00069,Bronce,2433,5% descuento en snacks,2025-06-02
FD-00070,CL-00070,Bronce,4544,5% descuento en snacks,2025-08-09
FD-00071,CL-00071,Bronce,2575,5% descuento en snacks,2025-07-19
FD-00072,CL-00072,Platino,3555,20% en todo + regalos exclusivos,2025-06-19
FD-00073,CL-00073,Bronce,1111,5% descuento en snacks,2025-08-03
FD-00074,CL-00074,Bronce,1016,5% descuento en snacks,2025-07-01
FD-00075,CL-00075,Bronce,4420,5% descuento en snacks,2025-08-14
FD-00076,CL-00076,Bronce,1877,5% descuento en snacks,2025-06-20
FD-00077,CL-00077,Bronce,3462,5% descuento en snacks,2025-06-13
FD-00078,CL-00078,Oro,2377,15% en todo + acceso anticipado,2025-08-05
FD-00079,CL-00079,Bronce,1449,5% descuento en snacks,2025-05-29
FD-00080,CL-00080,Bronce,2764,5% descuento en snacks,2025-06-01
FD-00081,CL-00081,Plata,3002,10% en bebidas y envíos gratis,2025-06-26
FD-00082,CL-00082,Bronce,606,5% descuento en snacks,2025-06-02
FD-00083,CL-00083,Bronce,4929,5% descuento en snacks,2025-07-21
FD-00084,CL-00084,Bronce,2090,5% descuento en snacks,2025-08-07
FD-00085,CL-00085,Bronce,4673,5% descuento en snacks,2025-08-03
FD-00086,CL-00086,Oro,1618,15% en todo + acceso anticipado,2025-07-22
FD-00087,CL-00087,Bronce,4205,5% descuento en snacks,2025-08-13
FD-00088,CL-00088,Bronce,2706,5% descuento en snacks,2025-07-11
FD-00089,CL-00089,Bronce,3768,5% descuento en snacks,2025-08-16
FD-00090,CL-00090,Bronce,3665,5% descuento en snacks,2025-07-01
FD-00091,CL-00091,Oro,2421,15% en todo + acceso anticipado,2025-08-02
FD-00092,CL-00092,Bronce,2978,5% descuento en snacks,2025-06-06
FD-00093,CL-00093,Plata,3348,10% en bebidas y envíos gratis,2025-06-18
FD-00094,CL-00094,Bronce,3249,5% descuento en snacks,2025-07-28
FD-00095,CL-00095,Bronce,4748,5% descuento en snacks,2025-07-21
FD-00096,CL-00096,Plata,2603,10% en bebidas y envíos gratis,2025-07-03
FD-00097,CL-00097,Oro,2551,15% en todo + acceso anticipado,2025-06-14
FD-00098,CL-00098,Plata,4360,10% en bebidas y envíos gratis,2025-07-27
FD-00099,CL-00099,Plata,4634,10% en bebidas y envíos gratis,2025-08-09
FD-00100,CL-00100,Plata,4098,10% en bebidas y envíos gratis,2025-07-11
FD-00101,CL-00101,Platino,4051,20% en todo + regalos exclusivos,2025-06-04
FD-00102,CL-00102,Bronce,1172,5% descuento en snacks,2025-08-19
FD-00103,CL-00103,Bronce,205,5% descuento en snacks,2025-07-02
FD-00104,CL-00104,Plata,3749,10% en bebidas y envíos gratis,2025-07-11
FD-00105,CL-00105,Platino,4704,20% en todo + regalos exclusivos,2025-06-07
FD-00106,CL-00106,Plata,3410,10% en bebidas y envíos gratis,2025-08-07
FD-00107,CL-00107,Bronce,399,5% descuento en snacks,2025-05-26
FD-00108,CL-00108,Bronce,1875,5% descuento en snacks,2025-07-17
FD-00109,CL-00109,Plata,2140,10% en bebidas y envíos gratis,2025-06-16
FD-00110,CL-00110,Bronce,2139,5% descuento en snacks,2025-08-22
FD-00111,CL-00111,Platino,3406,20% en todo + regalos exclusivos,2025-08-17
FD-00112,CL-00112,Plata,1139,10% en bebidas y envíos gratis,2025-06-23
FD-00113,CL-00113,Bronce,1211,5% descuento en snacks,2025-06-16
FD-00114,CL-00114,Bronce,4483,5% descuento en snacks,2025-08-02
FD-00115,CL-00115,Plata,1778,10% en bebidas y envíos gratis,2025-07-21
FD-00116,CL-00116,Bronce,1906,5% descuento en snacks,2025-05-24
FD-00117,CL-00117,Bronce,2117,5% descuento en snacks,2025-08-06
FD-00118,CL-00118,Plata,4478,10% en bebidas y envíos gratis,2025-07-26
FD-00119,CL-00119,Plata,3865,10% en bebidas y envíos gratis,2025-06-11
FD-00120,CL-00120,Oro,714,15% en todo + acceso anticipado,2025-08-09
FD-00121,CL-00121,Platino,954,20% en todo + regalos exclusivos,2025-06-25
FD-00122,CL-00122,Plata,1792,10% en bebidas y envíos gratis,2025-05-27
FD-00123,CL-00123,Bronce,2475,5% descuento en snacks,2025-07-04
FD-00124,CL-00124,Bronce,1253,5% descuento en snacks,2025-06-08
FD-00125,CL-00125,Oro,1764,15% en todo + acceso anticipado,2025-06-20
FD-00126,CL-00126,Bronce,1165,5% descuento en snacks,2025-06-11
FD-00127,CL-00127,Bronce,738,5% descuento en snacks,2025-06-21
FD-00128,CL-00128,Bronce,3995,5% descuento en snacks,2025-06-01
FD-00129,CL-00129,Plata,2512,10% en bebidas y envíos gratis,2025-08-14
FD-00130,CL-00130,Bronce,1784,5% descuento en snacks,2025-06-15
FD-00131,CL-00131,Bronce,145,5% descuento en snacks,2025-07-11
FD-00132,CL-00132,Plata,1221,10% en bebidas y envíos gratis,2025-06-17
FD-00133,CL-00133,Bronce,3297,5% descuento en snacks,2025-06-14
FD-00134,CL-00134,Bronce,2476,5% descuento en snacks,2025-05-27
FD-00135,CL-00135,Plata,3960,10% en bebidas y envíos gratis,2025-07-24
FD-00136,CL-00136,Bronce,4675,5% descuento en snacks,2025-08-01
FD-00137,CL-00137,Bronce,3252,5% descuento en snacks,2025-07-27
FD-00138,CL-00138,Bronce,3818,5% descuento en snacks,2025-08-12
FD-00139,CL-00139,Bronce,1526,5% descuento en snacks,2025-07-15
FD-00140,CL-00140,Plata,2439,10% en bebidas y envíos gratis,2025-05-28
FD-00141,CL-00141,Oro,2698,15% en todo + acceso anticipado,2025-07-08
FD-00142,CL-00142,Plata,1141,10% en bebidas y envíos gratis,2025-08-20
FD-00143,CL-00143,Platino,3604,20% en todo + regalos exclusivos,2025-06-29
FD-00144,CL-00144,Bronce,257,5% descuento en snacks,2025-06-21
FD-00145,CL-00145,Bronce,3850,5% descuento en snacks,2025-07-21
FD-00146,CL-00146,Bronce,2606,5% descuento en snacks,2025-06-01
FD-00147,CL-00147,Bronce,3900,5% descuento en snacks,2025-08-06
FD-00148,CL-00148,Bronce,4324,5% descuento en snacks,2025-07-30
FD-00149,CL-00149,Bronce,803,5% descuento en snacks,2025-08-03
FD-00150,CL-00150,Plata,4562,10% en bebidas y envíos gratis,2025-06-28
FD-00151,CL-00151,Bronce,1410,5% descuento en snacks,2025-08-02
FD-00152,CL-00152,Bronce,4434,5% descuento en snacks,2025-07-30
FD-00153,CL-00153,Plata,4122,10% en bebidas y envíos gratis,2025-08-05
FD-00154,CL-00154,Bronce,2763,5% descuento en snacks,2025-06-19
FD-00155,CL-00155,Plata,4516,10% en bebidas y envíos gratis,2025-06-22
FD-00156,CL-00156,Bronce,4570,5% descuento en snacks,2025-08-22
FD-00157,CL-00157,Plata,2280,10% en bebidas y envíos gratis,2025-07-07
FD-00158,CL-00158,Plata,1398,10% en bebidas y envíos gratis,2025-06-20
FD-00159,CL-00159,Bronce,3372,5% descuento en snacks,2025-06-12
FD-00160,CL-00160,Bronce,3646,5% descuento en snacks,2025-08-23
FD-00161,CL-00161,Bronce,4587,5% descuento en snacks,2025-08-21
FD-00162,CL-00162,Bronce,2372,5% descuento en snacks,2025-08-18
FD-00163,CL-00163,Plata,1445,10% en bebidas y envíos gratis,2025-05-25
FD-00164,CL-00164,Plata,1480,10% en bebidas y envíos gratis,2025-06-07
FD-00165,CL-00165,Bronce,4186,5% descuento en snacks,2025-06-02
FD-00166,CL-00166,Oro,2365,15% en todo + acceso anticipado,2025-06-09
FD-00167,CL-00167,Oro,4481,15% en todo + acceso anticipado,2025-08-15
FD-00168,CL-00168,Plata,1200,10% en bebidas y envíos gratis,2025-07-17
FD-00169,CL-00169,Plata,852,10% en bebidas y envíos gratis,2025-08-18
FD-00170,CL-00170,Oro,660,15% en todo + acceso anticipado,2025-07-28
FD-00171,CL-00171,Bronce,2461,5% descuento en snacks,2025-08-12
FD-00172,CL-00172,Oro,2942,15% en todo + acceso anticipado,2025-07-07
FD-00173,CL-00173,Bronce,157,5% descuento en snacks,2025-06-01
FD-00174,CL-00174,Bronce,3657,5% descuento en snacks,2025-08-23
FD-00175,CL-00175,Oro,1513,15% en todo + acceso anticipado,2025-05-24
FD-00176,CL-00176,Plata,1508,10% en bebidas y envíos gratis,2025-08-23
FD-00177,CL-00177,Bronce,2739,5% descuento en snacks,2025-08-14
FD-00178,CL-00178,Plata,3587,10% en bebidas y envíos gratis,2025-06-30
FD-00179,CL-00179,Bronce,987,5% descuento en snacks,2025-07-18
FD-00180,CL-00180,Oro,4299,15% en todo + acceso anticipado,2025-06-04
FD-00181,CL-00181,Bronce,2702,5% descuento en snacks,2025-08-17
FD-00182,CL-00182,Bronce,1342,5% descuento en snacks,2025-08-13
FD-00183,CL-00183,Plata,3270,10% en bebidas y envíos gratis,2025-06-19
FD-00184,CL-00184,Plata,245,10% en bebidas y envíos gratis,2025-08-14
FD-00185,CL-00185,Plata,2024,10% en bebidas y envíos gratis,2025-06-09
FD-00186,CL-00186,Oro,4182,15% en todo + acceso anticipado,2025-06-01
FD-00187,CL-00187,Bronce,3573,5% descuento en snacks,2025-07-14
FD-00188,CL-00188,Bronce,2271,5% descuento en snacks,2025-05-26
FD-00189,CL-00189,Bronce,3224,5% descuento en snacks,2025-06-04
FD-00190,CL-00190,Bronce,2828,5% descuento en snacks,2025-06-18
FD-00191,CL-00191,Bronce,555,5% descuento en snacks,2025-06-07
FD-00192,CL-00192,Plata,721,10% en bebidas y envíos gratis,2025-08-16
FD-00193,CL-00193,Bronce,3368,5% descuento en snacks,2025-05-31
FD-00194,CL-00194,Bronce,1587,5% descuento en snacks,2025-07-07
FD-00195,CL-00195,Plata,3097,10% en bebidas y envíos gratis,2025-06-26
FD-00196,CL-00196,Bronce,2089,5% descuento en snacks,2025-06-14
FD-00197,CL-00197,Plata,3250,10% en bebidas y envíos gratis,2025-07-04
FD-00198,CL-00198,Plata,2739,10% en bebidas y envíos gratis,2025-06-15
FD-00199,CL-00199,Bronce,1723,5% descuento en snacks,2025-05-25
FD-00200,CL-00200,Oro,4237,15% en todo + acceso anticipado,2025-06-12
FD-00201,CL-00201,Bronce,536,5% descuento en snacks,2025-07-20
FD-00202,CL-00202,Bronce,141,5% descuento en snacks,2025-06-22
FD-00203,CL-00203,Bronce,3373,5% descuento en snacks,2025-06-25
FD-00204,CL-00204,Plata,4161,10% en bebidas y envíos gratis,2025-06-14
FD-00205,CL-00205,Bronce,3138,5% descuento en snacks,2025-07-06
FD-00206,CL-00206,Oro,138,15% en todo + acceso anticipado,2025-07-01
FD-00207,CL-00207,Bronce,2207,5% descuento en snacks,2025-06-26
FD-00208,CL-00208,Oro,299,15% en todo + acceso anticipado,2025-08-13
FD-00209,CL-00209,Plata,2982,10% en bebidas y envíos gratis,2025-06-25
FD-00210,CL-00210,Plata,4260,10% en bebidas y envíos gratis,2025-07-22
FD-00211,CL-00211,Bronce,4246,5% descuento en snacks,2025-08-14
FD-00212,CL-00212,Platino,679,20% en todo + regalos exclusivos,2025-07-24
FD-00213,CL-00213,Bronce,721,5% descuento en snacks,2025-06-11
FD-00214,CL-00214,Bronce,456,5% descuento en snacks,2025-05-25
FD-00215,CL-00215,Bronce,4654,5% descuento en snacks,2025-06-09
FD-00216,CL-00216,Bronce,1733,5% descuento en snacks,2025-05-27
FD-00217,CL-00217,Plata,3748,10% en bebidas y envíos gratis,2025-08-01
FD-00218,CL-00218,Bronce,2981,5% descuento en snacks,2025-07-19
FD-00219,CL-00219,Bronce,1021,5% descuento en snacks,2025-06-17
FD-00220,CL-00220,Platino,2853,20% en todo + regalos exclusivos,2025-06-07
FD-00221,CL-00221,Platino,920,20% en todo + regalos exclusivos,2025-05-30
FD-00222,CL-00222,Bronce,2081,5% descuento en snacks,2025-08-14
FD-00223,CL-00223,Bronce,4958,5% descuento en snacks,2025-05-30
FD-00224,CL-00224,Plata,1654,10% en bebidas y envíos gratis,2025-06-13
FD-00225,CL-00225,Oro,1725,15% en todo + acceso anticipado,2025-06-06
FD-00226,CL-00226,Plata,1138,10% en bebidas y envíos gratis,2025-07-15
FD-00227,CL-00227,Bronce,4289,5% descuento en snacks,2025-07-07
FD-00228,CL-00228,Plata,4535,10% en bebidas y envíos gratis,2025-08-06
FD-00229,CL-00229,Plata,2022,10% en bebidas y envíos gratis,2025-06-21
FD-00230,CL-00230,Bronce,1546,5% descuento en snacks,2025-08-11
FD-00231,CL-00231,Bronce,4079,5% descuento en snacks,2025-06-29
FD-00232,CL-00232,Plata,383,10% en bebidas y envíos gratis,2025-06-25
FD-00233,CL-00233,Plata,825,10% en bebidas y envíos gratis,2025-07-25
FD-00234,CL-00234,Bronce,1162,5% descuento en snacks,2025-08-11
FD-00235,CL-00235,Bronce,1237,5% descuento en snacks,2025-07-23
FD-00236,CL-00236,Bronce,1547,5% descuento en snacks,2025-07-24
FD-00237,CL-00237,Platino,1809,20% en todo + regalos exclusivos,2025-06-14
FD-00238,CL-00238,Plata,1903,10% en bebidas y envíos gratis,2025-06-21
FD-00239,CL-00239,Plata,3798,10% en bebidas y envíos gratis,2025-06-23
FD-00240,CL-00240,Plata,4293,10% en bebidas y envíos gratis,2025-07-17
FD-00241,CL-00241,Bronce,1829,5% descuento en snacks,2025-08-21
FD-00242,CL-00242,Bronce,3726,5% descuento en snacks,2025-08-22
FD-00243,CL-00243,Bronce,4804,5% descuento en snacks,2025-07-02
FD-00244,CL-00244,Platino,3123,20% en todo + regalos exclusivos,2025-08-17
FD-00245,CL-00245,Bronce,3856,5% descuento en snacks,2025-07-08
FD-00246,CL-00246,Bronce,390,5% descuento en snacks,2025-06-01
FD-00247,CL-00247,Bronce,1959,5% descuento en snacks,2025-07-23
FD-00248,CL-00248,Plata,1992,10% en bebidas y envíos gratis,2025-08-10
FD-00249,CL-00249,Plata,338,10% en bebidas y envíos gratis,2025-07-04
FD-00250,CL-00250,Plata,583,10% en bebidas y envíos gratis,2025-07-27
FD-00251,CL-00251,Plata,2231,10% en bebidas y envíos gratis,2025-07-25
FD-00252,CL-00252,Bronce,1015,5% descuento en snacks,2025-05-31
FD-00253,CL-00253,Plata,413,10% en bebidas y envíos gratis,2025-06-29
FD-00254,CL-00254,Bronce,891,5% descuento en snacks,2025-05-29
FD-00255,CL-00255,Oro,4056,15% en todo + acceso anticipado,2025-06-26
FD-00256,CL-00256,Plata,4118,10% en bebidas y envíos gratis,2025-08-08
FD-00257,CL-00257,Plata,3544,10% en bebidas y envíos gratis,2025-08-06
FD-00258,CL-00258,Plata,3516,10% en bebidas y envíos gratis,2025-06-10
FD-00259,CL-00259,Bronce,3277,5% descuento en snacks,2025-07-25
FD-00260,CL-00260,Plata,716,10% en bebidas y envíos gratis,2025-08-12
FD-00261,CL-00261,Oro,4595,15% en todo + acceso anticipado,2025-08-07
FD-00262,CL-00262,Plata,2958,10% en bebidas y envíos gratis,2025-06-18
FD-00263,CL-00263,Bronce,2703,5% descuento en snacks,2025-07-06
FD-00264,CL-00264,Bronce,4686,5% descuento en snacks,2025-08-22
FD-00265,CL-00265,Bronce,1600,5% descuento en snacks,2025-07-10
FD-00266,CL-00266,Bronce,2510,5% descuento en snacks,2025-07-16
FD-00267,CL-00267,Bronce,1031,5% descuento en snacks,2025-06-12
FD-00268,CL-00268,Bronce,3846,5% descuento en snacks,2025-06-16
FD-00269,CL-00269,Bronce,521,5% descuento en snacks,2025-07-27
FD-00270,CL-00270,Plata,1131,10% en bebidas y envíos gratis,2025-08-18
FD-00271,CL-00271,Bronce,710,5% descuento en snacks,2025-08-08
FD-00272,CL-00272,Bronce,998,5% descuento en snacks,2025-08-15
FD-00273,CL-00273,Plata,3890,10% en bebidas y envíos gratis,2025-07-01
FD-00274,CL-00274,Plata,1608,10% en bebidas y envíos gratis,2025-08-11
FD-00275,CL-00275,Oro,577,15% en todo + acceso anticipado,2025-08-16
FD-00276,CL-00276,Plata,4905,10% en bebidas y envíos gratis,2025-06-23
FD-00277,CL-00277,Bronce,2562,5% descuento en snacks,2025-08-19
FD-00278,CL-00278,Bronce,2873,5% descuento en snacks,2025-06-07
FD-00279,CL-00279,Platino,3856,20% en todo + regalos exclusivos,2025-06-18
FD-00280,CL-00280,Bronce,4020,5% descuento en snacks,2025-07-17
FD-00281,CL-00281,Plata,2733,10% en bebidas y envíos gratis,2025-06-14
FD-00282,CL-00282,Bronce,346,5% descuento en snacks,2025-08-04
FD-00283,CL-00283,Oro,1090,15% en todo + acceso anticipado,2025-06-04
FD-00284,CL-00284,Bronce,2877,5% descuento en snacks,2025-08-06
FD-00285,CL-00285,Bronce,531,5% descuento en snacks,2025-05-30
FD-00286,CL-00286,Bronce,2285,5% descuento en snacks,2025-08-02
FD-00287,CL-00287,Plata,2154,10% en bebidas y envíos gratis,2025-08-02
FD-00288,CL-00288,Oro,4102,15% en todo + acceso anticipado,2025-07-09
FD-00289,CL-00289,Plata,524,10% en bebidas y envíos gratis,2025-08-15
FD-00290,CL-00290,Oro,762,15% en todo + acceso anticipado,2025-06-01
FD-00291,CL-00291,Oro,4679,15% en todo + acceso anticipado,2025-06-19
FD-00292,CL-00292,Bronce,4959,5% descuento en snacks,2025-07-09
FD-00293,CL-00293,Bronce,4592,5% descuento en snacks,2025-06-05
FD-00294,CL-00294,Bronce,4379,5% descuento en snacks,2025-07-02
FD-00295,CL-00295,Platino,1125,20% en todo + regalos exclusivos,2025-06-27
FD-00296,CL-00296,Bronce,462,5% descuento en snacks,2025-08-23
FD-00297,CL-00297,Plata,3538,10% en bebidas y envíos gratis,2025-06-27
FD-00298,CL-00298,Plata,159,10% en bebidas y envíos gratis,2025-08-13
FD-00299,CL-00299,Bronce,4925,5% descuento en snacks,2025-07-25
FD-00300,CL-00300,Bronce,4856,5% descuento en snacks,2025-07-27
FD-00301,CL-00301,Bronce,2944,5% descuento en snacks,2025-08-21
FD-00302,CL-00302,Plata,1376,10% en bebidas y envíos gratis,2025-06-17
FD-00303,CL-00303,Bronce,3980,5% descuento en snacks,2025-08-09
FD-00304,CL-00304,Plata,926,10% en bebidas y envíos gratis,2025-06-23
FD-00305,CL-00305,Oro,406,15% en todo + acceso anticipado,2025-06-11
FD-00306,CL-00306,Plata,3484,10% en bebidas y envíos gratis,2025-06-20
FD-00307,CL-00307,Plata,4555,10% en bebidas y envíos gratis,2025-06-23
FD-00308,CL-00308,Plata,1876,10% en bebidas y envíos gratis,2025-07-05
FD-00309,CL-00309,Plata,3744,10% en bebidas y envíos gratis,2025-06-02
FD-00310,CL-00310,Plata,872,10% en bebidas y envíos gratis,2025-07-16
FD-00311,CL-00311,Oro,2834,15% en todo + acceso anticipado,2025-07-04
FD-00312,CL-00312,Bronce,2673,5% descuento en snacks,2025-07-23
FD-00313,CL-00313,Oro,432,15% en todo + acceso anticipado,2025-06-21
FD-00314,CL-00314,Bronce,177,5% descuento en snacks,2025-07-21
FD-00315,CL-00315,Oro,4354,15% en todo + acceso anticipado,2025-06-22
FD-00316,CL-00316,Bronce,1338,5% descuento en snacks,2025-07-23
FD-00317,CL-00317,Bronce,3341,5% descuento en snacks,2025-06-14
FD-00318,CL-00318,Bronce,3331,5% descuento en snacks,2025-06-02
FD-00319,CL-00319,Plata,1206,10% en bebidas y envíos gratis,2025-07-11
FD-00320,CL-00320,Plata,4572,10% en bebidas y envíos gratis,2025-06-20
FD-00321,CL-00321,Plata,317,10% en bebidas y envíos gratis,2025-06-02
FD-00322,CL-00322,Bronce,4473,5% descuento en snacks,2025-07-07
FD-00323,CL-00323,Oro,3681,15% en todo + acceso anticipado,2025-08-18
FD-00324,CL-00324,Plata,2920,10% en bebidas y envíos gratis,2025-07-11
FD-00325,CL-00325,Plata,2698,10% en bebidas y envíos gratis,2025-08-12
FD-00326,CL-00326,Oro,1095,15% en todo + acceso anticipado,2025-05-27
FD-00327,CL-00327,Bronce,792,5% descuento en snacks,2025-08-18
FD-00328,CL-00328,Bronce,4199,5% descuento en snacks,2025-06-10
FD-00329,CL-00329,Plata,693,10% en bebidas y envíos gratis,2025-08-22
FD-00330,CL-00330,Plata,757,10% en bebidas y envíos gratis,2025-06-18
FD-00331,CL-00331,Bronce,3670,5% descuento en snacks,2025-08-04
FD-00332,CL-00332,Bronce,2819,5% descuento en snacks,2025-06-26
FD-00333,CL-00333,Bronce,4968,5% descuento en snacks,2025-06-06
FD-00334,CL-00334,Plata,4747,10% en bebidas y envíos gratis,2025-06-19
FD-00335,CL-00335,Bronce,907,5% descuento en snacks,2025-08-02
FD-00336,CL-00336,Oro,4968,15% en todo + acceso anticipado,2025-06-09
FD-00337,CL-00337,Bronce,1856,5% descuento en snacks,2025-06-08
FD-00338,CL-00338,Bronce,1412,5% descuento en snacks,2025-07-08
FD-00339,CL-00339,Bronce,3343,5% descuento en snacks,2025-05-24
FD-00340,CL-00340,Plata,4626,10% en bebidas y envíos gratis,2025-08-13
FD-00341,CL-00341,Oro,4608,15% en todo + acceso anticipado,2025-08-02
FD-00342,CL-00342,Plata,241,10% en bebidas y envíos gratis,2025-07-07
FD-00343,CL-00343,Oro,3450,15% en todo + acceso anticipado,2025-06-22
FD-00344,CL-00344,Oro,3599,15% en todo + acceso anticipado,2025-07-04
FD-00345,CL-00345,Plata,1335,10% en bebidas y envíos gratis,2025-07-10
FD-00346,CL-00346,Plata,406,10% en bebidas y envíos gratis,2025-06-12
FD-00347,CL-00347,Bronce,3971,5% descuento en snacks,2025-06-28
FD-00348,CL-00348,Bronce,1105,5% descuento en snacks,2025-06-10
FD-00349,CL-00349,Oro,4450,15% en todo + acceso anticipado,2025-08-03
FD-00350,CL-00350,Plata,4932,10% en bebidas y envíos gratis,2025-06-01
FD-00351,CL-00351,Bronce,245,5% descuento en snacks,2025-08-14
FD-00352,CL-00352,Plata,2121,10% en bebidas y envíos gratis,2025-06-11
FD-00353,CL-00353,Plata,1460,10% en bebidas y envíos gratis,2025-07-01
FD-00354,CL-00354,Plata,3377,10% en bebidas y envíos gratis,2025-06-08
FD-00355,CL-00355,Oro,454,15% en todo + acceso anticipado,2025-05-29
FD-00356,CL-00356,Bronce,643,5% descuento en snacks,2025-08-17
FD-00357,CL-00357,Bronce,558,5% descuento en snacks,2025-07-22
FD-00358,CL-00358,Bronce,344,5% descuento en snacks,2025-07-22
FD-00359,CL-00359,Plata,3556,10% en bebidas y envíos gratis,2025-06-17
