provider_id,name,nif,email,phone,country,city,address,category,subcategory,condicion_pago
PR-00012,Familia Escrivá S.L.L.,P67346944,federicocalleja@example.com,+1-809 613232035,Dominican Republic,Santiago de los Caballeros,"Acceso Anita Cadenas 302, Cuenca, 21150",Ropa,Moda Mujer,60 días
PR-00013,Fuente y Bas S.A.,E18015973,ramiro71@example.net,+1-809 670935535,Dominican Republic,Santiago de los Caballeros,"Plaza Pili Barreda 74, Madrid, 17232",Ropa,Infantil,90 días
PR-00014,Cañizares & Asociados S.L.N.E,P50475564,aurelia89@example.net,+1-809 696555242,Dominican Republic,Santiago de los Caballeros,"Pasaje de Calista Barón 20 Apt. 16 , Córdoba, 43746",Ropa,Deportivo,60 días
PR-00015,Teresa Malo Antón S.L.N.E,J45433785,blasvalencia@example.org,+1-809 610971770,Dominican Republic,Santiago de los Caballeros,"Camino de Ibán Pelayo 36, Álava, 52066",Ropa,Accesorios,90 días
PR-00016,Transportes Niño y asociados S.L.N.E,J36372395,jruano@example.net,+1-809 630209812,Dominican Republic,Santiago de los Caballeros,"Urbanización de Débora Tejada 23 Puerta 5 , Zamora, 49725",Electrónica,Electrodomésticos,90 días
PR-00017,Comercializadora Olmedo S.Com.,H65148403,juan-franciscoaranda@example.net,+1-809 638468559,Dominican Republic,Santiago de los Caballeros,"Avenida Guillermo Lastra 454, Las Palmas, 36127",Electrónica,Audio y Video,90 días
PR-00018,Hermanos Alcázar S.L.,Q20886006,lcastilla@example.com,+1-809 643133256,Dominican Republic,Santiago de los Caballeros,"Avenida de Adela Ugarte 55 Puerta 8 , Huesca, 17876",Electrónica,Telefonía,90 días
PR-00019,Alimentación LXDL S.A.D,V84748205,jose11@example.org,+1-809 676808441,Dominican Republic,Santiago de los Caballeros,"Cañada de Adora Ramos 53, Jaén, 38232",Electrónica,Computación,60 días
PR-00020,Soluciones del Noroeste S.Coop.,F81158602,lquevedo@example.net,+1-809 677708592,Dominican Republic,Santiago de los Caballeros,"Calle Yésica Roda 288, Teruel, 32767",Electrónica,Gadgets,60 días
PR-00021,Talleres Iberia S.C.P,E34136292,hzorrilla@example.org,+1-809 614180139,Dominican Republic,Santiago de los Caballeros,"Calle Vasco Castañeda 66, Albacete, 51207",Servicios,Instalación,90 días
PR-00022,Servicios Española S.A.U,S71274213,frutosedgar@example.net,+1-809 639876293,Dominican Republic,Santiago de los Caballeros,"Cañada de Amalia Alcalá 36, Cádiz, 23462",Servicios,Reparación,90 días
PR-00023,Benavente y Garrido S.A.,U28451528,seve93@example.net,+1-809 604804931,Dominican Republic,Santiago de los Caballeros,"Alameda Clarisa Valle 111 Apt. 20 , Guadalajara, 20299",Accesorios y Repuestos,Automotrices,30 días
PR-00024,Hnos Alemany S.L.L.,E91219438,ncorbacho@example.net,+1-809 603274657,Dominican Republic,Santiago de los Caballeros,"Pasaje Adrián Pozuelo 4, León, 15578",Accesorios y Repuestos,Electrodomésticos,30 días
PR-00025,Dan Martinez Agudo S.A.,F93386360,dianaanaya@example.net,+1-809 692945043,Dominican Republic,Santiago de los Caballeros,"Pasaje Olga Melero 1, Castellón, 46124",Accesorios y Repuestos,Tecnológicos,30 días
PR-00026,Hnos Jerez S.L.,P93146752,arsenio39@example.org,+1-809 609324202,Dominican Republic,Santiago de los Caballeros,"Paseo de Ana Manrique 58 Puerta 5 , Pontevedra, 03652",Accesorios y Repuestos,Industriales,30 días
PR-00027,Grupo Blanca S.L.N.E,G71468443,casanovasselena@example.com,+1-809 674561925,Dominican Republic,Santiago de los Caballeros,"Glorieta Flora Garmendia 1 Puerta 6 , Barcelona, 21783",Accesorios y Repuestos,Mecánicos,Contado
PR-00028,Ariño y Ibañez S.L.,S41240420,hsantamaria@example.net,+1-809 662657922,Dominican Republic,Santiago de los Caballeros,"Avenida de Pelayo Conde 51, Navarra, 50264",Construcción,Materiales,30 días
PR-00029,Logística Francisco & Asociados S.Com.,W32820323,ceferinoortega@example.net,+1-809 696885260,Dominican Republic,Santiago de los Caballeros,"Paseo de Felicia Rodriguez 3, Lugo, 42292",Construcción,Maquinaria,Contado
PR-00030,Fábrica Iberia S.L.N.E,Q29088247,cgarces@example.com,+1-809 630763395,Dominican Republic,Santiago de los Caballeros,"Glorieta Consuela Cueto 2, Guipúzcoa, 18630",Construcción,Herramientas,Contado
PR-00031,Amancio Montoya Becerra S.Coop.,S73406514,humbertopalomo@example.com,+1-809 623893855,Dominican Republic,Santiago de los Caballeros,"Callejón de Maximiliano Izquierdo 44 Puerta 7 , Sevilla, 29584",Construcción,Arquitectura,Contado
PR-00032,Leopoldo Guitart Álvaro S.L.,H10468240,benigna45@example.org,+1-809 674091308,Dominican Republic,Santiago de los Caballeros,"Glorieta de Fanny Pou 83 Apt. 12 , Girona, 16657",Construcción,Ingeniería,30 días
PR-00033,Aureliano Mercader Sanjuan S.L.N.E,H72650627,stomas@example.org,+1-809 630727135,Dominican Republic,Santiago de los Caballeros,"Cuesta de Modesto Barriga 165, Ourense, 28983",Cuidado Personal,Cosméticos,30 días
PR-00034,Minería Santos & Asociados S.Com.,A13037401,piedad70@example.net,+1-809 606195992,Dominican Republic,Santiago de los Caballeros,"Avenida de Valeria Sedano 67 Apt. 16 , Soria, 49889",Cuidado Personal,Farmacéuticos,30 días
PR-00035,Soluciones del Levante S.L.,S74331082,teobaldo48@example.com,+1-809 679334276,Dominican Republic,Santiago de los Caballeros,"Calle Pedro Torres 759, Murcia, 21521",Cuidado Personal,Higiene,90 días
PR-00036,Construcción Internacionales S.L.N.E,G59448506,maguila@example.com,+1-809 636770971,Dominican Republic,Santiago de los Caballeros,"Cuesta de Reinaldo Abad 148 Apt. 60 , Córdoba, 20778",Cuidado Personal,Spa,90 días
PR-00037,Familia Suárez S.L.,C25999702,mar09@example.com,+1-809 604068257,Dominican Republic,Santiago de los Caballeros,"Camino de Tania Verdugo 27, Granada, 21124",Cuidado Personal,Nutrición,30 días
PR-00038,Hermanos Espada S.Com.,J26617241,cebriantaboada@example.org,+1-809 696716959,Dominican Republic,Santiago de los Caballeros,"Ronda de Nazaret Briones 34 Puerta 9 , Las Palmas, 33942",Hogar y Decoración,Muebles,90 días
PR-00039,Alimentación Ochoa S.L.,C67637064,perezcecilio@example.com,+1-809 625242880,Dominican Republic,Santiago de los Caballeros,"Glorieta Antonia Almazán 106 Apt. 97 , Ourense, 49162",Hogar y Decoración,Iluminación,60 días
PR-00040,Marc Amaya Pedrosa S.L.,S44132455,loperubio@example.net,+1-809 612947904,Dominican Republic,Santiago de los Caballeros,"Cañada Teófila Cueto 6, Cáceres, 24285",Hogar y Decoración,Textiles,90 días
PR-00041,Bosch y Martorell S.A.,W27144431,juan-josealemany@example.org,+1-809 654650935,Dominican Republic,Santiago de los Caballeros,"Cuesta Berta Donoso 46, Barcelona, 14854",Hogar y Decoración,Organización,Contado
PR-00042,Despacho Cantón S.Com.,W81280363,flavio45@example.org,+1-809 662745398,Dominican Republic,Santiago de los Caballeros,"Acceso Sonia Perea 266 Piso 4 , Badajoz, 11084",Hogar y Decoración,Arte decorativo,90 días
PR-00043,Ruben Gaya Mayo S.Com.,S71015070,mcordoba@example.net,+1-809 635336999,Dominican Republic,Santiago de los Caballeros,"Via de Carmina Arias 63 Piso 5 , Tarragona, 25559",Productos de Limpieza,Desinfectantes,60 días
PR-00044,Distribuciones Jordá & Asociados S.A.,S96140075,victoriauriarte@example.net,+1-809 680897637,Dominican Republic,Santiago de los Caballeros,"Avenida de Duilio Cózar 39 Puerta 5 , Almería, 30867",Productos de Limpieza,Detergentes,60 días
PR-00045,Carballo y asociados S.Coop.,G70088466,monicahoyos@example.org,+1-809 649135092,Dominican Republic,Santiago de los Caballeros,"Ronda de Bernardino Vilaplana 87, La Coruña, 49252",Productos de Limpieza,Ambientadores,90 días
PR-00046,Industrias Río & Asociados S.A.,R24092387,martinezconstanza@example.com,+1-809 613333285,Dominican Republic,Santiago de los Caballeros,"Cañada Gonzalo Vélez 4 Apt. 75 , Ávila, 45585",Productos de Limpieza,Limpiadores multiusos,60 días
PR-00047,Talleres Perales S.Com.,S29545115,agudopurificacion@example.com,+1-809 664733313,Dominican Republic,Santiago de los Caballeros,"Pasaje Mariana Agullo 5 Apt. 46 , Melilla, 12785",Productos de Limpieza,Escobas y utensilios,Contado
PR-00048,Fabregat y asociados S.L.,C69907785,madrigalluna@example.net,+34 627170798,España,Sevilla,"Camino Rufina Agudo 4 Puerta 1 , Barcelona, 50350",Tecnología,Software,90 días
PR-00049,Farmaceútica Globales S.A.,J43609454,adelinamarmol@example.net,+34 634548398,España,Sevilla,"Callejón de Jose Carlos Cañete 4 Puerta 2 , Castellón, 03763",Tecnología,Hardware,30 días
PR-00050,Sandoval y Suarez S.A.,W79197280,lozanoangelita@example.com,+34 653999362,España,Sevilla,"Glorieta de Jaime Iniesta 675, Ourense, 45455",Tecnología,Redes,90 días
PR-00051,Farmaceútica IQM S.Com.,J30140174,ana-sofiacoronado@example.org,+34 614547526,España,Sevilla,"Ronda de Esperanza Ortega 8, Teruel, 27132",Tecnología,Ciberseguridad,60 días
PR-00052,Sacristán & Asociados S.L.U.,J10434902,valleconrado@example.net,+34 630635436,España,Sevilla,"Rambla Rosalinda Castillo 63, Melilla, 28683",Tecnología,IoT,90 días
PR-00053,Transportes Bermudez y asociados S.L.,H61810240,cebrianbueno@example.org,+34 649316796,España,Sevilla,"Ronda de Carla Gárate 191, Girona, 35290",Alimentos,Frutas y Verduras,30 días
PR-00054,Hierro y Río S.A.,U43569990,cardenasciro@example.com,+34 669077068,España,Sevilla,"Pasadizo Verónica Orozco 98, Las Palmas, 10192",Alimentos,Carnes y Embutidos,90 días
PR-00055,Banco Segarra S.Com.,H97683756,lazaromosquera@example.org,+34 670265428,España,Sevilla,"Acceso de Guiomar Lucas 875 Puerta 6 , Zaragoza, 35667",Alimentos,Bebidas,60 días
PR-00056,Manufacturas Globales S.Com.,E54893248,serafinabosch@example.com,+34 634599560,España,Sevilla,"Alameda Nicolasa Cuadrado 57 Piso 6 , Guadalajara, 49532",Alimentos,Panadería,30 días
PR-00057,Finanzas Iberia S.L.,W42376678,parejobelen@example.net,+34 662108284,España,Sevilla,"Cañada Julián Múgica 77, Badajoz, 12918",Alimentos,Comida Congelada,60 días
PR-00058,Familia Mendez S.Com.,H47668952,elodia17@example.net,+34 622023319,España,Sevilla,"C. Gertrudis Goñi 36, Lugo, 29870",Ropa,Moda Hombre,90 días
PR-00059,Despacho QAQ S.L.,U55145832,svega@example.org,+34 607381313,España,Sevilla,"Cañada de Bartolomé Ferreras 89, Valladolid, 46955",Ropa,Moda Mujer,90 días
PR-00060,Suministros BKMQ S.C.P,G53710001,tpedro@example.org,+34 632176765,España,Sevilla,"Vial de Miguel Mas 9, La Coruña, 39013",Ropa,Infantil,90 días
PR-00061,Chucho Figueras Agudo S.Com.,Q11046608,anastasio17@example.com,+34 668999333,España,Sevilla,"Acceso de Elisa Borja 36 Piso 6 , Ciudad, 44488",Ropa,Deportivo,60 días
PR-00062,Compañía Campo & Asociados S.Com.,Q25239447,warana@example.net,+34 699267690,España,Sevilla,"Ronda Josefa Lopez 414 Puerta 5 , Badajoz, 05821",Ropa,Accesorios,90 días
PR-00063,Soler y Alcalá S.L.N.E,F90517574,rescalona@example.net,+34 634137122,España,Sevilla,"Plaza de Abraham Nevado 70, Ávila, 25451",Electrónica,Electrodomésticos,90 días
PR-00064,Banco Cobos S.Com.,W34005863,bbas@example.net,+34 668044431,España,Sevilla,"C. Rafaela Porras 10, Cuenca, 50960",Electrónica,Audio y Video,90 días
PR-00065,Plaza y Feijoo S.L.,A73170335,davidcadenas@example.com,+34 619393247,España,Sevilla,"Cuesta Eufemia Costa 7 Puerta 7 , La Rioja, 23718",Electrónica,Telefonía,Contado
PR-00066,Talleres Torrents S.L.,S39573387,edelmiro51@example.net,+34 662928067,España,Sevilla,"Cuesta de Cirino Prada 623, La Rioja, 41789",Electrónica,Computación,30 días
PR-00067,Tapia & Asociados S.L.,E91264062,cabelloevaristo@example.net,+34 696194123,España,Sevilla,"Urbanización de Susanita Planas 55, Badajoz, 51708",Electrónica,Gadgets,90 días
PR-00068,Valencia y Lerma S.Coop.,G35280860,nicodemocisneros@example.org,+34 632372978,España,Sevilla,"C. Natalia Roig 963 Piso 3 , Guipúzcoa, 23240",Servicios,Instalación,30 días
PR-00069,Hermanos Salinas S.L.,A17364840,aranzazuramon@example.org,+34 648095925,España,Sevilla,"Acceso Salvador Ramirez 8 Puerta 2 , La Coruña, 12761",Servicios,Reparación,60 días
PR-00070,Inmobiliaria Larrea S.A.,E30421300,adriana45@example.net,+34 600581762,España,Sevilla,"Acceso de Bárbara Salom 806 Apt. 01 , Granada, 17684",Accesorios y Repuestos,Automotrices,60 días
PR-00071,Galan y Cueto S.L.,B41321206,emateos@example.net,+34 682158184,España,Sevilla,"Cañada de Socorro Azcona 816 Puerta 7 , Ávila, 45452",Accesorios y Repuestos,Electrodomésticos,90 días
PR-00072,Enrique Villar Blasco S.Com.,V84679504,agapitoferrera@example.com,+34 621638482,España,Sevilla,"Plaza Brunilda Sáez 18 Puerta 1 , Cantabria, 33296",Accesorios y Repuestos,Tecnológicos,30 días
PR-00073,Consultoría Castellana S.Coop.,R42729843,valerofaustino@example.com,+34 674565556,España,Sevilla,"Cuesta de Piedad Cervera 874, Cuenca, 50898",Accesorios y Repuestos,Industriales,60 días
PR-00074,Banca Privada Saavedra y asociados S.L.,S74347411,krovira@example.org,+34 601136579,España,Sevilla,"Pasadizo de Octavia Cazorla 37, Córdoba, 18137",Accesorios y Repuestos,Mecánicos,30 días
PR-00075,Clemente Muñoz Barros S.A.,H89652670,eolmedo@example.com,+34 682431290,España,Sevilla,"Urbanización Eva Pizarro 67 Apt. 98 , La Rioja, 17867",Construcción,Materiales,60 días
PR-00076,Suministros YZV S.L.,V52635993,cayetanacosta@example.org,+34 636526781,España,Sevilla,"Cuesta de Guadalupe Vazquez 87 Piso 3 , Ávila, 37091",Construcción,Maquinaria,30 días
PR-00077,Ángel y Sáez S.Com.,F94487049,estrella23@example.org,+34 698111378,España,Sevilla,"Acceso de Pilar Fábregas 90 Apt. 78 , Asturias, 17102",Construcción,Herramientas,60 días
PR-00078,Francisco Javier Arnal Duarte S.Com.,U64053864,fbello@example.com,+34 692861694,España,Sevilla,"Cañada de Ignacio Rocha 1, Lugo, 04106",Construcción,Arquitectura,60 días
PR-00079,Suministros BD S.L.,R91486403,benaventroberto@example.net,+34 644851262,España,Sevilla,"Glorieta de Emiliano Pozuelo 50 Puerta 3 , Teruel, 47574",Construcción,Ingeniería,60 días
PR-00080,Restauración del Levante S.A.,G25004204,rpenas@example.com,+34 614321939,España,Sevilla,"Urbanización Julieta Cortina 306, Madrid, 28404",Cuidado Personal,Cosméticos,Contado
PR-00081,Suministros Internacionales S.L.,V89472005,barbabernardino@example.com,+34 681153851,España,Sevilla,"Vial Humberto Olmedo 1 Apt. 11 , Almería, 17678",Cuidado Personal,Farmacéuticos,60 días
PR-00082,Ariño y asociados S.A.D,N22341054,fcobo@example.org,+34 651422972,España,Sevilla,"Pasadizo de Adelia Vilaplana 16 Piso 8 , Castellón, 51221",Cuidado Personal,Higiene,Contado
PR-00083,Emma Torrecilla Haro S.L.,J16775784,expositosaturnino@example.net,+34 659031965,España,Sevilla,"Camino de Brígida Ferrándiz 262 Puerta 1 , Ceuta, 39894",Cuidado Personal,Spa,60 días
PR-00084,Construcción Globales S.L.,D97607165,ricardocerdan@example.org,+34 647082119,España,Sevilla,"Alameda de Jose Angel Escobar 32 Puerta 6 , Murcia, 41021",Cuidado Personal,Nutrición,60 días
PR-00085,Alcántara y asociados S.Coop.,R34272221,donatolloret@example.com,+34 609710871,España,Sevilla,"Glorieta Lina Batlle 395, Málaga, 03864",Hogar y Decoración,Muebles,90 días
PR-00086,Peñalver y Aguirre S.A.T.,Q59167396,nydia43@example.net,+34 695035247,España,Sevilla,"Ronda de Manuela Naranjo 52, Castellón, 33530",Hogar y Decoración,Iluminación,90 días
PR-00087,Anastasio Manjón Ferrer S.Coop.,V76863268,saavedraalcides@example.net,+34 642394540,España,Sevilla,"C. Nélida Ariño 96 Puerta 9 , Lugo, 36194",Hogar y Decoración,Textiles,90 días
PR-00088,Grupo Criado S.L.N.E,H41470021,caminojorge@example.org,+34 605863139,España,Sevilla,"Avenida de Ruperta Gascón 985, Albacete, 02869",Hogar y Decoración,Organización,90 días
PR-00089,Minería Plana S.L.N.E,U83864062,parejoedelmira@example.org,+34 608102081,España,Sevilla,"Ronda Juan Francisco Hervás 9, Asturias, 39359",Hogar y Decoración,Arte decorativo,90 días
PR-00090,Trini Pomares Bernat S.L.,P43616896,luquecurro@example.net,+34 640437094,España,Sevilla,"Cañada de Isa Vicente 23, Badajoz, 34127",Productos de Limpieza,Desinfectantes,90 días
PR-00091,Fábrica IWU S.L.L.,E44064541,gacedo@example.com,+34 663085333,España,Sevilla,"Callejón Ramona Exposito 994, Santa Cruz de Tenerife, 51373",Productos de Limpieza,Detergentes,90 días
PR-00092,Calatayud y Alcántara S.A.,W83287245,aprado@example.net,+34 615432463,España,Sevilla,"Pasaje Odalis Serra 15, Sevilla, 14323",Productos de Limpieza,Ambientadores,30 días
PR-00093,Infraestructuras Ibérica S.L.N.E,E66794023,pilibatlle@example.org,+34 649644029,España,Sevilla,"C. Graciela Campoy 18, Madrid, 21525",Productos de Limpieza,Limpiadores multiusos,30 días
PR-00094,Castelló y Colom S.A.D,H69983237,saturninaescobar@example.com,+34 634156648,España,Sevilla,"Alameda Francisco Javier Fabra 35 Piso 3 , La Rioja, 34494",Productos de Limpieza,Escobas y utensilios,30 días
PR-00095,Grupo Menéndez-Meléndez,J86714093,jde-la-garza@example.net,+52 684420874,México,Guadalajara,"Corredor Maldonado 704 196, San Sessa los bajos, DF 86395",Tecnología,Software,90 días
PR-00096,Proyectos Quiroz-Cazares,B19931398,oliviamuniz@example.org,+52 674249923,México,Guadalajara,"Periférico Tafoya 226 Edif. 766 , Depto. 697, San Mónica los bajos, GTO 02552",Tecnología,Hardware,Contado
PR-00097,Martínez-Vélez S. R.L. de C.V.,P62812656,modestomireles@example.net,+52 692005580,México,Guadalajara,"Boulevard Yucatán 908 Edif. 159 , Depto. 286, San Maximiliano los altos, NL 80864",Tecnología,Redes,30 días
PR-00098,Toro-Ceja S. R.L. de C.V.,A62414266,salma42@example.com,+52 658705432,México,Guadalajara,"Privada Guanajuato 443 Interior 910, San Elvira los bajos, AGS 38050-1874",Tecnología,Ciberseguridad,60 días
PR-00099,Ozuna-Paredes S.C.,N39480470,antoniaescobedo@example.com,+52 603602252,México,Guadalajara,"Ampliación Norte Guerra 674 Interior 996, San Ángela los bajos, CHIS 69719",Tecnología,IoT,90 días
PR-00100,Proyectos Sepúlveda-Apodaca,E80103415,armandocalderon@example.com,+52 616003274,México,Guadalajara,"Calzada Malta 967 934, Nueva India, BCS 45197-7907",Alimentos,Frutas y Verduras,90 días
PR-00101,Despacho Montañez-Haro,U17706597,irma08@example.net,+52 689038650,México,Guadalajara,"Diagonal Camboya 246 Edif. 420 , Depto. 362, Nueva Rwanda, QRO 86075",Alimentos,Carnes y Embutidos,90 días
PR-00102,Laboratorios Valdés-Márquez,N81194917,ibarraza@example.com,+52 627897846,México,Guadalajara,"Pasaje Morelos 404 Edif. 453 , Depto. 531, Nueva Alemania, OAX 83187-5139",Alimentos,Bebidas,90 días
PR-00103,Lovato S.A. de C.V.,D23627018,benitezeugenio@example.org,+52 688027733,México,Guadalajara,"Viaducto Oaxaca 327 Interior 310, Vieja Azerbaiyán, SLP 51642-1584",Alimentos,Panadería,90 días
PR-00104,"Industrias García, Carrasco y Montaño",C51887990,mcovarrubias@example.com,+52 646505906,México,Guadalajara,"Continuación Rendón 449 031, San Adela los altos, COAH 82843-2561",Alimentos,Comida Congelada,90 días
PR-00105,Granados-Gamez S.A.,P68787891,elvira18@example.org,+52 644259789,México,Guadalajara,"Andador Uruguay 211 Edif. 362 , Depto. 455, San Judith de la Montaña, CAMP 76478-2427",Ropa,Moda Hombre,30 días
PR-00106,Casanova-Olivo,J75739945,jose-manuel35@example.net,+52 661011532,México,Guadalajara,"Diagonal Sinaloa 420 Interior 676, Vieja Guyana, GTO 40397",Ropa,Moda Mujer,60 días
PR-00107,"Corporacin Olivárez, Robles y Barrios",D37728306,gonzalezmauro@example.com,+52 615777576,México,Guadalajara,"Viaducto Morelos 765 676, San Aurora de la Montaña, NL 68564-1459",Ropa,Infantil,60 días
PR-00108,Estrada-Sosa S. R.L. de C.V.,D57486573,liramauricio@example.org,+52 666797804,México,Guadalajara,"Avenida Valdés 293 Interior 381, San Mónica los bajos, TAB 88935",Ropa,Deportivo,90 días
PR-00109,Despacho Sauceda-Villaseñor,Q11728466,zsuarez@example.org,+52 629849087,México,Guadalajara,"Privada Zacatecas 041 535, San Silvia los bajos, BCS 70772-1462",Ropa,Accesorios,60 días
PR-00110,Tafoya A.C.,H14774651,corralesjeronimo@example.org,+52 606831465,México,Guadalajara,"Circunvalación Swazilandia 742 Edif. 553 , Depto. 108, Vieja Guatemala, CHIS 94327-7322",Electrónica,Electrodomésticos,60 días
PR-00111,"Ocampo, Ruelas y Magaña",E66317690,gduenas@example.net,+52 692189223,México,Guadalajara,"Continuación Hidalgo 198 Edif. 310 , Depto. 389, San Verónica los altos, HGO 56243-4480",Electrónica,Audio y Video,30 días
PR-00112,Despacho Ojeda y Casárez,V30911846,sarias@example.org,+52 678332561,México,Guadalajara,"Cerrada Sur Lebrón 456 010, San Ana Luisa los bajos, SLP 77629-9154",Electrónica,Telefonía,90 días
PR-00113,Almanza y Viera S.A. de C.V.,W79167409,marisol11@example.org,+52 658946380,México,Guadalajara,"Calle Tonga 453 Interior 901, Vieja Emiratos Árabes Unidos, YUC 03059",Electrónica,Computación,60 días
PR-00114,"Despacho Huerta, Gallardo y Chavarría",N85787915,vicentecovarrubias@example.org,+52 615088964,México,Guadalajara,"Cerrada Sur Martínez 165 347, Nueva Croacia, MEX 79079-4455",Electrónica,Gadgets,90 días
PR-00115,Laboratorios Negrón y Aragón,H73378463,quinonezlorenzo@example.com,+52 652998697,México,Guadalajara,"Avenida Sur Menchaca 107 826, Vieja República Democrática del Congo, SLP 48588",Servicios,Instalación,90 días
PR-00116,Laboratorios Uribe y Téllez,W43304545,becerrajonas@example.org,+52 696050005,México,Guadalajara,"Prolongación Saint Kitts y Nevis 033 Interior 615, Vieja Serbia, GRO 65959-2059",Servicios,Reparación,60 días
PR-00117,Ramón S.A. de C.V.,A54146768,taniaserrato@example.com,+52 653635444,México,Guadalajara,"Ampliación Norte Brito 899 650, San Armando los altos, NL 97494-1613",Accesorios y Repuestos,Automotrices,Contado
PR-00118,Industrias Casas-Olivares,H87284781,valdeslourdes@example.net,+52 657684217,México,Guadalajara,"Calzada Micronesia 699 Edif. 715 , Depto. 174, San Aurelio de la Montaña, DGO 29674-0480",Accesorios y Repuestos,Electrodomésticos,60 días
PR-00119,Carrasco S.A.,A59722772,eloygalindo@example.org,+52 612949480,México,Guadalajara,"Callejón Sur Pantoja 984 Edif. 777 , Depto. 214, Vieja Maldivas, CHIS 21493-3496",Accesorios y Repuestos,Tecnológicos,Contado
PR-00120,Proyectos Granado y Olivera,P67907392,luciasaenz@example.net,+52 666507096,México,Guadalajara,"Calle Guanajuato 592 Interior 686, Vieja Tuvalu, BCS 99554-9116",Accesorios y Repuestos,Industriales,60 días
PR-00121,Rojo A.C.,R66834682,de-andaserafin@example.com,+52 649491207,México,Guadalajara,"Circuito Caldera 234 Interior 760, San Elvia los bajos, NAY 91144-2588",Accesorios y Repuestos,Mecánicos,Contado
PR-00122,"Laboratorios Rosario, de la Rosa y Anguiano",W87802532,medinasara@example.com,+52 684527359,México,Guadalajara,"Prolongación Morelos 094 522, San Micaela de la Montaña, VER 42955-1303",Construcción,Materiales,90 días
PR-00123,Tirado S.C.,V60218917,qgamboa@example.net,+52 662304631,México,Guadalajara,"Retorno Sri Lanka 185 941, San Arturo los altos, AGS 80040",Construcción,Maquinaria,90 días
PR-00124,Rentería y Angulo y Asociados,V64201512,armandoresendez@example.net,+52 678072709,México,Guadalajara,"Cerrada Antigua y Barbuda 882 Edif. 797 , Depto. 829, Vieja República de Moldova, BCS 97683-4313",Construcción,Herramientas,60 días
PR-00125,Club Cervántez y Ponce,Q63278617,emilianolira@example.com,+52 683548561,México,Guadalajara,"Corredor Quintana Roo 209 192, San Vicente de la Montaña, HGO 22821-8679",Construcción,Arquitectura,60 días
PR-00126,Vela y Verdugo S.C.,E83114322,rolandozarate@example.org,+52 671961023,México,Guadalajara,"Circuito Baja California Sur 540 Interior 466, Nueva Islas Marshall, OAX 17792-5202",Construcción,Ingeniería,90 días
PR-00127,"Zepeda, Gamez y Corrales",W60107791,emilio52@example.org,+52 692474744,México,Guadalajara,"Ampliación Molina 492 908, Nueva Swazilandia, MICH 07368",Cuidado Personal,Cosméticos,90 días
PR-00128,Aguilar y Carvajal S.A. de C.V.,G73790376,minervacasillas@example.net,+52 600628381,México,Guadalajara,"Privada Campos 039 154, San Antonia los altos, TAMPS 88826-3334",Cuidado Personal,Farmacéuticos,Contado
