purchase_id,product_id,cantidad,precio_unitario,subtotal
C-000020,P-021623,4,104.5,418.0
C-000021,P-025547,3,129.95,389.85
C-000021,P-036435,4,120.41,481.64
C-000021,P-036623,3,145.0,435.0
C-000021,P-002480,2,57.79,115.58
C-000021,P-038010,4,107.29,429.16
C-000022,P-031668,5,59.29,296.45
C-000022,P-029738,5,73.34,366.7
C-000022,P-038436,4,20.19,80.76
C-000023,P-018953,1,35.95,35.95
C-000024,P-035275,2,112.42,224.84
C-000024,P-016187,1,76.53,76.53
C-000024,P-036787,5,134.03,670.15
C-000024,P-035844,4,112.25,449.0
C-000025,P-007574,5,130.56,652.8
C-000025,P-040489,1,59.47,59.47
C-000025,P-003171,1,22.64,22.64
C-000025,P-006200,3,46.04,138.12
C-000026,P-034865,3,98.37,295.11
C-000027,P-036992,3,20.58,61.74
C-000027,P-000078,1,75.68,75.68
C-000028,P-022361,5,104.89,524.45
C-000028,P-021032,1,84.68,84.68
C-000028,P-006748,5,48.15,240.75
C-000029,P-029966,4,119.37,477.48
C-000029,P-029422,1,6.11,6.11
C-000029,P-024537,2,109.1,218.2
C-000029,P-031630,1,51.36,51.36
C-000030,P-029390,4,119.04,476.16
C-000030,P-010638,2,13.09,26.18
C-000031,P-004734,1,22.5,22.5
C-000031,P-014429,3,9.17,27.51
C-000031,P-022371,4,94.61,378.44
C-000031,P-025997,4,47.22,188.88
C-000032,P-022320,4,100.86,403.44
C-000032,P-040371,5,15.5,77.5
C-000033,P-012971,4,42.2,168.8
C-000033,P-018055,2,123.13,246.26
C-000034,P-001933,1,25.9,25.9
C-000034,P-046782,1,36.23,36.23
C-000034,P-051294,3,53.74,161.22
C-000034,P-050855,4,25.4,101.6
C-000034,P-023144,4,41.39,165.56
C-000035,P-033062,5,60.32,301.6
C-000035,P-026960,2,60.14,120.28
C-000035,P-051916,1,29.26,29.26
C-000036,P-039348,4,97.82,391.28
C-000036,P-039918,5,136.68,683.4
C-000036,P-029114,2,74.16,148.32
C-000037,P-047003,4,6.36,25.44
C-000037,P-029114,1,66.35,66.35
C-000037,P-006781,4,33.3,133.2
C-000038,P-042921,5,140.09,700.45
C-000038,P-003549,2,36.82,73.64
C-000038,P-022908,4,100.67,402.68
C-000038,P-014464,4,145.34,581.36
C-000038,P-044273,2,93.65,187.3
C-000039,P-011963,3,142.22,426.66
C-000039,P-028379,5,55.34,276.7
C-000039,P-027024,5,127.04,635.2
C-000039,P-039415,3,6.66,19.98
C-000040,P-018985,3,75.41,226.23
C-000040,P-039154,1,69.99,69.99
C-000041,P-009776,3,10.92,32.76
C-000041,P-028816,4,38.24,152.96
C-000042,P-044520,4,31.06,124.24
C-000042,P-044072,5,68.29,341.45
C-000042,P-012387,1,45.94,45.94
C-000042,P-038699,1,132.11,132.11
C-000042,P-037304,3,84.95,254.85
C-000043,P-036787,1,117.45,117.45
C-000044,P-008237,2,118.92,237.84
C-000044,P-034253,1,65.44,65.44
C-000044,P-022386,3,92.05,276.15
C-000044,P-047978,2,33.52,67.04
C-000044,P-046732,2,61.37,122.74
C-000045,P-034427,3,154.73,464.19
C-000045,P-010723,5,113.22,566.1
C-000046,P-033295,5,35.75,178.75
C-000047,P-010305,5,63.83,319.15
C-000048,P-000913,2,70.75,141.5
C-000049,P-019252,3,33.53,100.59
C-000049,P-027373,4,99.97,399.88
C-000049,P-047098,2,119.47,238.94
C-000049,P-040747,5,69.25,346.25
C-000049,P-046733,1,67.54,67.54
C-000050,P-019703,2,103.39,206.78
C-000050,P-036186,1,148.03,148.03
C-000051,P-018624,2,117.61,235.22
C-000051,P-047744,1,71.85,71.85
C-000051,P-018086,3,61.56,184.68
C-000051,P-041645,1,39.06,39.06
C-000051,P-012111,1,28.25,28.25
C-000052,P-050481,1,62.84,62.84
C-000053,P-041375,1,129.2,129.2
C-000053,P-029100,2,44.77,89.54
C-000054,P-006139,3,103.75,311.25
C-000055,P-040489,5,57.69,288.45
C-000055,P-018200,2,65.16,130.32
C-000056,P-030000,2,42.1,84.2
C-000056,P-026686,3,12.18,36.54
C-000056,P-023898,1,70.83,70.83
C-000057,P-017912,2,2.55,5.1
C-000057,P-012364,1,17.33,17.33
C-000057,P-040332,2,24.98,49.96
C-000058,P-030349,4,69.03,276.12
C-000058,P-037246,5,139.99,699.95
C-000059,P-028177,1,110.53,110.53
C-000059,P-042005,1,125.22,125.22
C-000060,P-021111,5,120.78,603.9
C-000061,P-014863,4,100.99,403.96
C-000061,P-049622,5,104.72,523.6
C-000061,P-047751,2,152.08,304.16
C-000061,P-016131,4,91.07,364.28
C-000062,P-022911,2,86.91,173.82
C-000062,P-015270,5,11.14,55.7
C-000062,P-010020,3,32.81,98.43
C-000063,P-003399,2,7.31,14.62
C-000063,P-003553,4,92.42,369.68
C-000063,P-012611,2,88.69,177.38
C-000064,P-004910,1,100.5,100.5
C-000064,P-053434,3,113.95,341.85
C-000064,P-025921,1,96.99,96.99
C-000065,P-047534,4,81.34,325.36
C-000065,P-040770,4,123.23,492.92
C-000065,P-047395,5,116.65,583.25
C-000065,P-007246,1,50.27,50.27
C-000066,P-047347,2,55.05,110.1
C-000066,P-011173,3,164.71,494.13
C-000066,P-027649,4,79.78,319.12
C-000066,P-014787,2,49.13,98.26
C-000066,P-011298,1,33.77,33.77
C-000067,P-040792,3,133.38,400.14
C-000067,P-034043,1,34.64,34.64
C-000067,P-032617,4,145.06,580.24
C-000067,P-008506,4,109.09,436.36
C-000067,P-050832,2,31.64,63.28
C-000068,P-032787,5,34.22,171.1
C-000068,P-015117,3,21.56,64.68
C-000068,P-043422,2,41.51,83.02
C-000068,P-031354,1,28.47,28.47
C-000069,P-026963,4,86.4,345.6
C-000069,P-012975,5,19.86,99.3
C-000070,P-053462,2,54.06,108.12
C-000071,P-030826,3,97.51,292.53
C-000071,P-008693,4,69.1,276.4
C-000071,P-004934,5,35.5,177.5
C-000071,P-020001,3,23.26,69.78
C-000072,P-027874,4,77.1,308.4
C-000072,P-046700,1,138.89,138.89
C-000072,P-017934,5,60.82,304.1
C-000072,P-052391,3,82.34,247.02
C-000073,P-041545,4,43.04,172.16
C-000073,P-023853,3,11.63,34.89
C-000073,P-041138,2,98.0,196.0
C-000073,P-022206,1,164.37,164.37
C-000074,P-025533,5,10.35,51.75
C-000074,P-037544,1,92.44,92.44
C-000075,P-011614,1,63.49,63.49
C-000075,P-044073,1,119.0,119.0
C-000075,P-042923,4,75.03,300.12
C-000075,P-047501,2,55.22,110.44
C-000076,P-001959,1,79.95,79.95
C-000076,P-030428,1,65.94,65.94
C-000076,P-035190,3,91.48,274.44
C-000077,P-048025,2,114.81,229.62
C-000077,P-031879,1,7.79,7.79
C-000078,P-006512,4,65.32,261.28
C-000078,P-002003,1,115.06,115.06
C-000079,P-018833,2,143.07,286.14
C-000079,P-000836,4,43.06,172.24
C-000079,P-034650,5,91.02,455.1
C-000079,P-020112,1,41.38,41.38
C-000079,P-025525,5,116.59,582.95
C-000080,P-016110,5,69.17,345.85
C-000080,P-006686,4,84.38,337.52
C-000080,P-011349,1,122.45,122.45
C-000080,P-042198,2,62.75,125.5
C-000080,P-035015,5,39.26,196.3
C-000081,P-035302,1,101.05,101.05
C-000081,P-026993,5,143.9,719.5
C-000081,P-014954,3,144.09,432.27
C-000081,P-048243,2,137.85,275.7
C-000082,P-051787,5,45.64,228.2
C-000083,P-041743,1,21.18,21.18
C-000083,P-006456,2,80.65,161.3
C-000083,P-008612,2,8.95,17.9
C-000084,P-050586,5,120.59,602.95
C-000084,P-020725,2,8.31,16.62
C-000084,P-002744,2,27.49,54.98
C-000085,P-006555,4,48.97,195.88
C-000086,P-035728,1,136.83,136.83
C-000086,P-011525,3,120.29,360.87
C-000086,P-010059,5,53.42,267.1
C-000087,P-007292,4,39.27,157.08
C-000087,P-048317,2,50.82,101.64
C-000087,P-024389,4,99.31,397.24
C-000087,P-005807,2,136.06,272.12
C-000088,P-020821,3,93.23,279.69
C-000088,P-029160,5,66.89,334.45
C-000088,P-028865,5,39.58,197.9
C-000088,P-022920,4,35.16,140.64
C-000088,P-021858,1,8.21,8.21
C-000089,P-037505,3,22.91,68.73
C-000090,P-020783,4,71.27,285.08
C-000091,P-046231,4,95.69,382.76
C-000091,P-000622,2,6.31,12.62
C-000091,P-015508,1,20.33,20.33
C-000092,P-000995,1,22.56,22.56
C-000092,P-013440,2,53.15,106.3
C-000092,P-045187,5,68.54,342.7
C-000092,P-045083,1,95.95,95.95
C-000093,P-040572,5,27.36,136.8
C-000093,P-021334,3,105.83,317.49
C-000094,P-048910,1,87.11,87.11
C-000094,P-052934,1,56.05,56.05
C-000095,P-009586,4,73.48,293.92
C-000095,P-048232,2,132.37,264.74
C-000095,P-030646,5,115.58,577.9
C-000095,P-011495,4,86.67,346.68
C-000095,P-009669,4,131.82,527.28
C-000096,P-019231,4,79.96,319.84
C-000096,P-024645,5,40.52,202.6
C-000096,P-028315,5,93.57,467.85
C-000097,P-038112,4,56.88,227.52
C-000097,P-022421,3,44.09,132.27
C-000097,P-024745,5,36.66,183.3
C-000097,P-029683,3,82.48,247.44
C-000097,P-001378,3,11.25,33.75
C-000098,P-053527,3,26.16,78.48
C-000098,P-012086,4,35.84,143.36
C-000098,P-048107,1,82.51,82.51
C-000098,P-009741,2,30.06,60.12
C-000098,P-035294,3,30.53,91.59
C-000099,P-006080,2,108.89,217.78
C-000099,P-050578,3,33.44,100.32
C-000099,P-000458,1,117.36,117.36
C-000099,P-017579,4,97.17,388.68
C-000099,P-012961,2,46.15,92.3
C-000100,P-011792,5,91.47,457.35
C-000101,P-031024,2,107.71,215.42
C-000101,P-025056,1,25.0,25.0
C-000102,P-001203,1,32.99,32.99
C-000102,P-013150,5,97.2,486.0
C-000103,P-041640,3,67.72,203.16
C-000104,P-002786,2,93.8,187.6
C-000104,P-016616,2,40.2,80.4
C-000105,P-039964,5,128.57,642.85
C-000105,P-020346,4,108.99,435.96
C-000105,P-005796,3,136.67,410.01
C-000106,P-001526,4,126.01,504.04
C-000106,P-014972,2,142.41,284.82
C-000106,P-020223,4,138.66,554.64
C-000107,P-023707,2,20.06,40.12
C-000107,P-034356,4,137.43,549.72
C-000107,P-048882,3,8.72,26.16
C-000107,P-027257,2,54.77,109.54
C-000108,P-033793,5,28.06,140.3
C-000108,P-015371,2,97.75,195.5
C-000108,P-029113,3,148.61,445.83
C-000108,P-030413,2,151.4,302.8
C-000108,P-052017,4,141.19,564.76
C-000109,P-048941,3,94.38,283.14
C-000109,P-002313,3,105.88,317.64
C-000110,P-050907,3,90.68,272.04
C-000110,P-002050,2,82.27,164.54
C-000111,P-021404,4,28.47,113.88
C-000111,P-048298,4,117.78,471.12
C-000111,P-017835,1,164.32,164.32
C-000111,P-041760,2,63.61,127.22
C-000111,P-002538,1,111.0,111.0
C-000112,P-023883,4,76.49,305.96
C-000112,P-034136,1,73.57,73.57
C-000112,P-008062,1,131.93,131.93
C-000112,P-010596,4,117.51,470.04
C-000113,P-010937,1,95.05,95.05
C-000113,P-029032,2,3.1,6.2
C-000113,P-000068,1,32.71,32.71
C-000114,P-005969,3,30.86,92.58
C-000114,P-046760,5,141.67,708.35
C-000115,P-009251,1,121.36,121.36
C-000116,P-000209,3,128.58,385.74
C-000116,P-049694,4,84.05,336.2
C-000116,P-010988,3,94.69,284.07
C-000116,P-033467,5,148.23,741.15
C-000116,P-002981,3,145.89,437.67
C-000117,P-010618,1,16.62,16.62
C-000118,P-040394,5,127.08,635.4
C-000118,P-027182,1,118.65,118.65
C-000118,P-026504,3,82.6,247.8
C-000119,P-004871,3,150.4,451.2
C-000119,P-048340,2,43.74,87.48
C-000120,P-031597,4,137.02,548.08
C-000120,P-025747,2,82.93,165.86
C-000120,P-007836,3,111.83,335.49
C-000120,P-035852,2,16.73,33.46
C-000121,P-020373,4,89.98,359.92
C-000121,P-024422,5,111.04,555.2
C-000121,P-051820,5,90.37,451.85
C-000122,P-031464,2,101.9,203.8
C-000122,P-032264,4,97.28,389.12
C-000122,P-043935,3,101.1,303.3
C-000122,P-040848,2,73.61,147.22
C-000122,P-006841,5,20.91,104.55
C-000123,P-027737,3,22.36,67.08
C-000123,P-050649,4,72.56,290.24
C-000124,P-053871,2,47.54,95.08
C-000124,P-052555,2,84.08,168.16
C-000124,P-047306,3,82.09,246.27
C-000124,P-046084,4,122.65,490.6
C-000125,P-035507,5,35.14,175.7
C-000125,P-050552,1,15.47,15.47
C-000125,P-036715,1,124.7,124.7
C-000126,P-047340,2,38.75,77.5
C-000127,P-035894,2,4.47,8.94
C-000127,P-004400,4,104.47,417.88
C-000127,P-048932,1,131.93,131.93
C-000127,P-021500,2,140.42,280.84
C-000127,P-027890,3,95.55,286.65
C-000128,P-033008,5,145.92,729.6
C-000128,P-041271,4,42.07,168.28
C-000128,P-046661,4,91.19,364.76
C-000129,P-018580,2,99.11,198.22
C-000129,P-043347,2,92.65,185.3
C-000129,P-019584,2,53.61,107.22
C-000129,P-049005,4,4.44,17.76
C-000129,P-029761,2,121.78,243.56
C-000130,P-037645,1,164.71,164.71
C-000130,P-004033,2,149.66,299.32
C-000130,P-034615,5,60.5,302.5
C-000131,P-005991,1,30.33,30.33
C-000131,P-007162,1,24.42,24.42
C-000131,P-028582,1,139.59,139.59
C-000131,P-052926,1,101.82,101.82
C-000132,P-051294,2,53.74,107.48
C-000133,P-051621,3,108.65,325.95
C-000133,P-028508,1,51.57,51.57
C-000133,P-045769,4,19.88,79.52
C-000133,P-008875,3,132.61,397.83
C-000133,P-042990,5,123.79,618.95
C-000134,P-014296,1,38.56,38.56
C-000134,P-035095,1,108.43,108.43
C-000135,P-010190,5,63.99,319.95
C-000135,P-011571,3,97.62,292.86
C-000135,P-033449,2,10.41,20.82
C-000135,P-007250,2,82.82,165.64
C-000136,P-028567,1,105.98,105.98
C-000136,P-010023,5,111.44,557.2
C-000136,P-032262,4,36.34,145.36
C-000136,P-028181,3,105.3,315.9
C-000136,P-000072,5,75.49,377.45
C-000137,P-010224,3,117.85,353.55
C-000138,P-033475,4,133.4,533.6
C-000138,P-027928,4,142.77,571.08
C-000138,P-012994,4,107.85,431.4
C-000139,P-000254,4,56.34,225.36
C-000139,P-049605,2,8.47,16.94
C-000139,P-044307,2,61.91,123.82
C-000139,P-050384,5,30.67,153.35
C-000139,P-021863,2,119.06,238.12
C-000140,P-007997,4,32.97,131.88
C-000140,P-034506,5,51.78,258.9
C-000140,P-046230,3,40.67,122.01
C-000140,P-006555,5,41.62,208.1
C-000140,P-042094,3,68.48,205.44
C-000141,P-026279,2,4.82,9.64
C-000141,P-042973,5,72.87,364.35
C-000141,P-023870,1,57.15,57.15
C-000142,P-034460,3,4.49,13.47
C-000142,P-024039,3,103.0,309.0
C-000142,P-026575,2,18.9,37.8
C-000142,P-005831,3,65.28,195.84
C-000143,P-051816,3,71.77,215.31
C-000143,P-001884,2,81.72,163.44
C-000143,P-049960,4,16.58,66.32
C-000143,P-013858,4,75.29,301.16
C-000143,P-034960,2,67.85,135.7
C-000144,P-006094,1,103.73,103.73
C-000144,P-041148,3,20.48,61.44
C-000144,P-000811,2,130.88,261.76
C-000144,P-052565,5,40.69,203.45
C-000145,P-046810,3,12.67,38.01
C-000145,P-025712,4,95.89,383.56
C-000145,P-023873,2,102.55,205.1
C-000145,P-011638,1,31.27,31.27
C-000145,P-006210,3,48.06,144.18
C-000146,P-052015,5,48.8,244.0
C-000147,P-003634,5,26.85,134.25
C-000147,P-030590,3,7.17,21.51
C-000148,P-006428,4,78.2,312.8
C-000148,P-037859,5,108.58,542.9
C-000148,P-031186,2,127.15,254.3
C-000148,P-022240,1,132.43,132.43
C-000148,P-050326,3,5.97,17.91
C-000149,P-044734,3,55.01,165.03
C-000149,P-034833,3,83.67,251.01
C-000149,P-006400,5,63.35,316.75
C-000150,P-036447,1,13.32,13.32
C-000150,P-039827,3,97.6,292.8
C-000150,P-022185,2,126.63,253.26
C-000151,P-044216,4,73.73,294.92
C-000151,P-035193,5,89.07,445.35
C-000152,P-003344,3,90.55,271.65
C-000152,P-009613,4,62.19,248.76
C-000153,P-027427,2,143.66,287.32
C-000153,P-046649,5,124.77,623.85
C-000153,P-010091,5,52.09,260.45
C-000153,P-004023,1,8.58,8.58
C-000154,P-006773,4,63.21,252.84
C-000154,P-018179,4,36.96,147.84
C-000155,P-035308,4,37.33,149.32
C-000156,P-023459,5,44.69,223.45
C-000156,P-003921,1,105.44,105.44
C-000156,P-015541,2,91.57,183.14
C-000156,P-005087,1,121.52,121.52
C-000157,P-035171,5,25.26,126.3
C-000157,P-046131,1,40.56,40.56
C-000157,P-023121,2,123.58,247.16
C-000158,P-053528,1,72.28,72.28
C-000158,P-006047,1,106.92,106.92
C-000158,P-002024,2,33.63,67.26
C-000159,P-053011,1,134.28,134.28
C-000159,P-047937,5,23.89,119.45
C-000159,P-029162,5,47.66,238.3
C-000160,P-002968,1,80.19,80.19
C-000160,P-034568,3,37.02,111.06
C-000160,P-027963,4,108.77,435.08
C-000161,P-050755,1,45.94,45.94
C-000161,P-034407,2,140.73,281.46
C-000161,P-009154,4,51.49,205.96
C-000161,P-015992,2,125.85,251.7
C-000162,P-051583,2,109.97,219.94
C-000162,P-027183,4,5.37,21.48
C-000162,P-007079,2,48.71,97.42
C-000162,P-001952,5,121.74,608.7
C-000163,P-042284,1,120.89,120.89
C-000163,P-031124,3,92.31,276.93
C-000163,P-007729,1,86.73,86.73
C-000163,P-032548,4,74.65,298.6
C-000164,P-048617,3,64.18,192.54
C-000164,P-026994,5,100.63,503.15
C-000165,P-005451,3,126.63,379.89
C-000165,P-002501,5,56.76,283.8
C-000166,P-045675,3,94.94,284.82
C-000166,P-007556,1,108.54,108.54
C-000166,P-017936,5,125.19,625.95
C-000166,P-041658,1,36.09,36.09
C-000167,P-039449,4,103.74,414.96
C-000167,P-037873,4,12.63,50.52
C-000167,P-006727,1,14.66,14.66
C-000167,P-023658,1,141.13,141.13
C-000168,P-043219,3,135.39,406.17
C-000169,P-001463,5,118.33,591.65
C-000169,P-015154,3,117.05,351.15
C-000170,P-031150,3,123.8,371.4
C-000170,P-052363,1,44.89,44.89
C-000170,P-045831,2,40.47,80.94
C-000170,P-013838,3,79.45,238.35
C-000171,P-014262,4,16.87,67.48
C-000171,P-013955,2,101.18,202.36
C-000171,P-045340,4,40.64,162.56
C-000171,P-041574,5,92.0,460.0
C-000171,P-049523,1,126.04,126.04
C-000172,P-001335,4,121.83,487.32
C-000172,P-037291,3,87.71,263.13
C-000173,P-029278,4,96.48,385.92
C-000173,P-003254,5,21.92,109.6
C-000174,P-012590,3,7.0,21.0
C-000175,P-006477,5,86.76,433.8
C-000175,P-019837,2,127.47,254.94
C-000176,P-010136,5,119.32,596.6
C-000177,P-034903,1,72.77,72.77
C-000177,P-010066,5,80.1,400.5
C-000178,P-011511,1,45.3,45.3
C-000179,P-011080,3,51.88,155.64
C-000179,P-035339,1,20.65,20.65
C-000180,P-038886,4,27.91,111.64
C-000180,P-031381,5,145.82,729.1
C-000180,P-045326,3,78.14,234.42
C-000180,P-036361,4,84.59,338.36
C-000180,P-000826,3,47.77,143.31
C-000181,P-046700,5,143.19,715.95
C-000181,P-003347,5,66.76,333.8
C-000181,P-001376,1,139.6,139.6
C-000181,P-011875,3,21.18,63.54
C-000182,P-037120,2,57.28,114.56
C-000183,P-012192,4,88.73,354.92
C-000183,P-045856,1,122.66,122.66
C-000183,P-038761,5,74.99,374.95
C-000183,P-042307,1,10.22,10.22
C-000183,P-051327,2,125.57,251.14
C-000184,P-029226,1,42.92,42.92
C-000184,P-020516,1,26.75,26.75
C-000184,P-011870,3,94.03,282.09
C-000184,P-048184,4,106.37,425.48
C-000184,P-025938,5,52.13,260.65
C-000185,P-015802,2,13.62,27.24
C-000186,P-011935,2,62.28,124.56
C-000187,P-014671,3,106.8,320.4
C-000188,P-002446,3,46.88,140.64
C-000188,P-004844,4,48.36,193.44
C-000188,P-026941,4,119.35,477.4
C-000188,P-012096,1,4.03,4.03
C-000189,P-045935,4,132.28,529.12
C-000189,P-003950,5,110.29,551.45
C-000189,P-042809,4,126.57,506.28
C-000189,P-004521,2,137.66,275.32
C-000190,P-011874,2,113.18,226.36
C-000190,P-018363,1,127.92,127.92
C-000191,P-047625,4,139.66,558.64
C-000191,P-022979,2,59.7,119.4
C-000191,P-053887,3,78.36,235.08
C-000192,P-015289,4,71.01,284.04
C-000193,P-052427,5,23.88,119.4
C-000193,P-024728,2,33.47,66.94
C-000193,P-010017,5,91.99,459.95
C-000194,P-020728,2,22.13,44.26
C-000194,P-046395,1,135.74,135.74
C-000194,P-041285,2,135.51,271.02
C-000194,P-037223,1,10.13,10.13
C-000195,P-003645,1,114.51,114.51
C-000195,P-009959,5,63.32,316.6
C-000196,P-019955,1,42.29,42.29
C-000196,P-006506,4,86.6,346.4
C-000196,P-044252,2,112.83,225.66
C-000196,P-047204,4,59.56,238.24
C-000196,P-026633,5,7.14,35.7
C-000197,P-051748,3,61.61,184.83
C-000197,P-040692,3,72.71,218.13
C-000197,P-043529,3,60.18,180.54
C-000198,P-012782,3,126.42,379.26
C-000198,P-053006,2,122.21,244.42
C-000199,P-006672,1,71.09,71.09
C-000199,P-011858,2,83.11,166.22
C-000199,P-052050,4,50.14,200.56
C-000200,P-053835,5,19.62,98.1
C-000200,P-048393,1,4.1,4.1
C-000200,P-044706,1,111.02,111.02
C-000201,P-039667,1,64.7,64.7
C-000201,P-003535,5,118.68,593.4
C-000201,P-027490,3,117.69,353.07
C-000201,P-005593,3,61.94,185.82
C-000201,P-048522,2,6.11,12.22
C-000202,P-053182,2,119.03,238.06
C-000202,P-023172,5,82.52,412.6
C-000202,P-005195,3,109.25,327.75
C-000202,P-053921,5,91.11,455.55
C-000203,P-006843,3,121.66,364.98
C-000203,P-035510,4,7.7,30.8
C-000203,P-005169,3,22.05,66.15
C-000203,P-039690,4,37.91,151.64
C-000204,P-018788,2,36.91,73.82
C-000204,P-018900,3,31.74,95.22
C-000204,P-044624,1,96.58,96.58
C-000204,P-007287,5,102.48,512.4
C-000204,P-052792,3,26.07,78.21
C-000205,P-052735,3,83.18,249.54
C-000205,P-026880,2,46.07,92.14
C-000205,P-022887,1,61.95,61.95
C-000205,P-053248,4,76.88,307.52
C-000206,P-023835,3,97.93,293.79
C-000206,P-029436,2,62.07,124.14
C-000206,P-032191,5,73.77,368.85
C-000206,P-040438,1,48.45,48.45
C-000207,P-051779,5,48.21,241.05
C-000207,P-049690,2,84.17,168.34
C-000207,P-001271,1,30.69,30.69
C-000208,P-035177,5,3.0,15.0
C-000209,P-052690,4,92.36,369.44
C-000209,P-027795,5,7.8,39.0
C-000210,P-040368,5,75.7,378.5
C-000210,P-023813,3,116.54,349.62
C-000210,P-026531,2,97.61,195.22
C-000210,P-005856,5,109.88,549.4
C-000211,P-039714,5,88.67,443.35
C-000211,P-031271,2,81.59,163.18
C-000211,P-048373,3,65.31,195.93
C-000212,P-039554,3,125.85,377.55
C-000212,P-046216,3,66.46,199.38
C-000212,P-026339,4,89.21,356.84
C-000213,P-026737,4,154.03,616.12
C-000213,P-018714,1,88.19,88.19
C-000213,P-029462,1,117.35,117.35
C-000213,P-019872,2,59.88,119.76
C-000214,P-053631,1,39.82,39.82
C-000214,P-034695,4,65.66,262.64
C-000214,P-009856,1,107.99,107.99
C-000214,P-000110,3,73.99,221.97
C-000214,P-025687,5,114.85,574.25
C-000215,P-043061,1,53.26,53.26
C-000215,P-008151,1,53.47,53.47
C-000215,P-028508,3,50.5,151.5
C-000216,P-029959,2,99.12,198.24
C-000216,P-003968,2,71.98,143.96
C-000216,P-033290,1,72.96,72.96
C-000216,P-011099,2,100.39,200.78
C-000216,P-010127,4,123.0,492.0
C-000217,P-005278,3,106.9,320.7
C-000217,P-044607,3,7.01,21.03
C-000217,P-039625,4,83.04,332.16
C-000218,P-006546,2,143.06,286.12
C-000218,P-034135,3,58.18,174.54
C-000219,P-009142,2,49.59,99.18
C-000219,P-047876,4,87.87,351.48
C-000219,P-030248,1,125.91,125.91
C-000220,P-020472,3,97.93,293.79
C-000220,P-022096,5,141.44,707.2
C-000221,P-001310,1,154.94,154.94
C-000221,P-043187,4,115.07,460.28
C-000222,P-045907,4,99.3,397.2
C-000222,P-044309,1,113.76,113.76
C-000222,P-018744,5,16.8,84.0
C-000222,P-000056,2,20.98,41.96
C-000222,P-015866,2,60.55,121.1
C-000223,P-034673,5,86.14,430.7
C-000223,P-051084,1,72.47,72.47
C-000223,P-008377,5,116.96,584.8
C-000223,P-006035,2,78.22,156.44
C-000224,P-020322,4,36.51,146.04
C-000224,P-040344,4,79.93,319.72
C-000224,P-007991,3,130.15,390.45
C-000225,P-029580,2,80.84,161.68
C-000225,P-023097,1,145.03,145.03
C-000225,P-024902,2,121.87,243.74
C-000225,P-042101,3,18.3,54.9
C-000226,P-031638,4,131.98,527.92
C-000226,P-032548,3,78.58,235.74
C-000226,P-016470,4,34.42,137.68
C-000227,P-006274,1,29.96,29.96
C-000228,P-003388,3,59.48,178.44
C-000228,P-007857,4,99.6,398.4
C-000228,P-010406,5,101.48,507.4
C-000228,P-015454,1,25.71,25.71
C-000228,P-024935,1,79.91,79.91
C-000229,P-053659,5,55.99,279.95
C-000230,P-037411,5,113.48,567.4
C-000230,P-035768,1,43.19,43.19
C-000230,P-036970,1,93.1,93.1
