pago_id,venta_id,fecha_cobro,monto_total,metodo_pago,estado_pago
PG-00074,C-000074,2025-07-05 00:00:00,144.19,Transferencia,Fallido
PG-00075,C-000075,2025-08-02,593.05,Transferencia,Completado
PG-00076,C-000076,2025-07-28,420.33,Tarjeta,Completado
PG-00077,C-000077,2025-06-30,237.41,Transferencia,Completado
PG-00078,C-000078,2025-07-25,376.34,PayPal,Completado
PG-00079,C-000079,2025-07-02,1537.81,Tarjeta,Completado
PG-00080,C-000080,2025-06-27,1127.62,Bizum,Completado
PG-00081,C-000081,2025-07-20,1528.52,Tarjeta,Completado
PG-00082,C-000082,2025-06-01,228.2,PayPal,Completado
PG-00083,C-000083,2025-08-15,200.38,Amazon Pay,Completado
PG-00084,C-000084,2025-08-11,674.55,Bizum,Completado
PG-00085,C-000085,2025-07-18,195.88,Efectivo,Completado
PG-00086,C-000086,2025-07-23,764.8,Tarjeta,Completado
PG-00087,C-000087,2025-06-07,928.08,Tarjeta,Completado
PG-00088,C-000088,2025-07-25,960.89,Transferencia,Completado
PG-00089,C-000089,2025-06-11,68.73,Amazon Pay,Completado
PG-00090,C-000090,2025-06-19,285.08,Tarjeta,Completado
PG-00091,C-000091,2025-05-29,415.71,PayPal,Completado
PG-00092,C-000092,2025-05-28 00:00:00,567.51,Efectivo,Fallido
PG-00093,C-000093,2025-06-01 00:00:00,454.29,Tarjeta,Pendiente
PG-00094,C-000094,2025-07-18,143.16,Efectivo,Completado
PG-00095,C-000095,2025-07-31,2010.52,Tarjeta,Completado
PG-00096,C-000096,2025-07-28,990.29,Transferencia,Completado
PG-00097,C-000097,2025-07-16,824.28,Transferencia,Completado
PG-00098,C-000098,2025-07-10,456.06,Tarjeta,Completado
PG-00099,C-000099,2025-07-28,916.44,Transferencia,Completado
PG-00100,C-000100,2025-08-10,457.35,Tarjeta,Completado
PG-00101,C-000101,2025-06-16,240.42,Tarjeta,Completado
PG-00102,C-000102,2025-07-04,518.99,Tarjeta,Completado
PG-00103,C-000103,2025-08-17 00:00:00,203.16,Amazon Pay,Pendiente
PG-00104,C-000104,2025-07-04 00:00:00,268.0,Tarjeta,Pendiente
PG-00105,C-000105,2025-06-05 00:00:00,1488.82,PayPal,Fallido
PG-00106,C-000106,2025-06-12,1343.5,Tarjeta,Completado
PG-00107,C-000107,2025-06-19,725.54,Tarjeta,Completado
PG-00108,C-000108,2025-06-30,1649.19,Amazon Pay,Completado
PG-00109,C-000109,2025-08-09,600.78,Transferencia,Completado
PG-00110,C-000110,2025-06-26 00:00:00,436.58,Tarjeta,Pendiente
PG-00111,C-000111,2025-07-16,987.54,Tarjeta,Completado
PG-00112,C-000112,2025-07-27,981.5,PayPal,Completado
PG-00113,C-000113,2025-07-27 00:00:00,133.96,PayPal,Fallido
PG-00114,C-000114,2025-08-19,800.93,Efectivo,Completado
PG-00115,C-000115,2025-05-31,121.36,Efectivo,Completado
PG-00116,C-000116,2025-08-23 00:00:00,2184.83,Tarjeta,Fallido
PG-00117,C-000117,2025-06-25,16.62,Tarjeta,Completado
PG-00118,C-000118,2025-08-17,1001.85,Efectivo,Completado
PG-00119,C-000119,2025-07-09,538.68,Tarjeta,Completado
PG-00120,C-000120,2025-08-18,1082.89,Amazon Pay,Completado
PG-00121,C-000121,2025-08-12,1366.97,Transferencia,Completado
PG-00122,C-000122,2025-07-22,1147.99,Bizum,Completado
PG-00123,C-000123,2025-08-06,357.32,Transferencia,Completado
PG-00124,C-000124,2025-08-14,1000.11,Tarjeta,Completado
PG-00125,C-000125,2025-07-16,315.87,Transferencia,Completado
PG-00126,C-000126,2025-07-01,77.5,Amazon Pay,Completado
PG-00127,C-000127,2025-08-20,1126.24,Tarjeta,Completado
PG-00128,C-000128,2025-07-06,1262.64,Tarjeta,Completado
PG-00129,C-000129,2025-06-06,752.06,Bizum,Completado
PG-00130,C-000130,2025-07-26 00:00:00,766.53,Amazon Pay,Pendiente
PG-00131,C-000131,2025-07-04,296.16,Transferencia,Completado
PG-00132,C-000132,2025-06-29,107.48,Transferencia,Completado
PG-00133,C-000133,2025-07-21,1473.82,Transferencia,Completado
PG-00134,C-000134,2025-08-24,146.99,Tarjeta,Completado
PG-00135,C-000135,2025-08-07,799.27,Transferencia,Completado
PG-00136,C-000136,2025-07-22,1501.89,Transferencia,Completado
PG-00137,C-000137,2025-07-30,353.55,Efectivo,Completado
PG-00138,C-000138,2025-06-12,1536.08,Tarjeta,Completado
PG-00139,C-000139,2025-06-04,757.59,Transferencia,Completado
PG-00140,C-000140,2025-06-20,926.33,Transferencia,Completado
PG-00141,C-000141,2025-06-27,431.14,Bizum,Completado
PG-00142,C-000142,2025-08-11,556.11,PayPal,Completado
PG-00143,C-000143,2025-06-04,881.93,Efectivo,Completado
PG-00144,C-000144,2025-06-23,630.38,PayPal,Completado
PG-00145,C-000145,2025-06-01,802.12,Transferencia,Completado
PG-00146,C-000146,2025-06-25,244.0,Transferencia,Completado
PG-00147,C-000147,2025-07-14,155.76,Tarjeta,Completado
PG-00148,C-000148,2025-07-09,1260.34,Tarjeta,Completado
PG-00149,C-000149,2025-07-26,732.79,Bizum,Completado
PG-00150,C-000150,2025-08-01,559.38,Amazon Pay,Completado
PG-00151,C-000151,2025-06-04,740.27,Transferencia,Completado
PG-00152,C-000152,2025-06-30,520.41,Transferencia,Completado
PG-00153,C-000153,2025-07-28,1180.2,Tarjeta,Completado
PG-00154,C-000154,2025-07-20,400.68,Tarjeta,Completado
PG-00155,C-000155,2025-08-04,149.32,Tarjeta,Completado
PG-00156,C-000156,2025-08-20,633.55,PayPal,Completado
PG-00157,C-000157,2025-08-19,414.02,Tarjeta,Completado
PG-00158,C-000158,2025-07-14,246.46,Tarjeta,Completado
PG-00159,C-000159,2025-07-23,492.03,Tarjeta,Completado
PG-00160,C-000160,2025-06-05,626.33,Transferencia,Completado
PG-00161,C-000161,2025-06-22,785.06,PayPal,Completado
PG-00162,C-000162,2025-08-17,947.54,Transferencia,Completado
PG-00163,C-000163,2025-06-11,783.15,Tarjeta,Completado
PG-00164,C-000164,2025-08-07,695.69,Efectivo,Completado
PG-00165,C-000165,2025-06-29,663.69,Efectivo,Completado
PG-00166,C-000166,2025-08-17,1055.4,Transferencia,Completado
PG-00167,C-000167,2025-08-11 00:00:00,621.27,Amazon Pay,Fallido
PG-00168,C-000168,2025-07-31 00:00:00,406.17,Bizum,Pendiente
PG-00169,C-000169,2025-06-27,942.8,Tarjeta,Completado
PG-00170,C-000170,2025-08-18,735.58,Efectivo,Completado
PG-00171,C-000171,2025-07-08,1018.44,Transferencia,Completado
PG-00172,C-000172,2025-08-12,750.45,Transferencia,Completado
PG-00173,C-000173,2025-07-17,495.52,Bizum,Completado
PG-00174,C-000174,2025-07-24,21.0,Amazon Pay,Completado
PG-00175,C-000175,2025-06-12,688.74,Transferencia,Completado
PG-00176,C-000176,2025-07-18,596.6,Transferencia,Completado
PG-00177,C-000177,2025-06-09,473.27,Tarjeta,Completado
PG-00178,C-000178,2025-07-16,45.3,Tarjeta,Completado
PG-00179,C-000179,2025-08-02,176.29,Tarjeta,Completado
PG-00180,C-000180,2025-08-11,1556.83,Tarjeta,Completado
PG-00181,C-000181,2025-08-06,1252.89,Efectivo,Completado
PG-00182,C-000182,2025-08-06,114.56,Transferencia,Completado
PG-00183,C-000183,2025-06-20,1113.89,Transferencia,Completado
PG-00184,C-000184,2025-08-22 00:00:00,1037.89,Transferencia,Pendiente
PG-00185,C-000185,2025-07-03 00:00:00,27.24,PayPal,Fallido
PG-00186,C-000186,2025-06-25,124.56,Bizum,Completado
PG-00187,C-000187,2025-08-08,320.4,Transferencia,Completado
PG-00188,C-000188,2025-07-19,815.51,Tarjeta,Completado
PG-00189,C-000189,2025-06-30,1862.17,PayPal,Completado
PG-00190,C-000190,2025-07-31,354.28,Efectivo,Completado
PG-00191,C-000191,2025-08-07,913.12,Efectivo,Completado
PG-00192,C-000192,2025-07-17,284.04,Tarjeta,Completado
PG-00193,C-000193,2025-07-11,646.29,PayPal,Completado
PG-00194,C-000194,2025-08-03,461.15,Tarjeta,Completado
PG-00195,C-000195,2025-06-23,431.11,Tarjeta,Completado
PG-00196,C-000196,2025-06-29,888.29,Transferencia,Completado
PG-00197,C-000197,2025-06-23,583.5,Bizum,Completado
PG-00198,C-000198,2025-06-16,623.68,Tarjeta,Completado
PG-00199,C-000199,2025-08-01,437.87,Transferencia,Completado
PG-00200,C-000200,2025-07-02,213.22,Transferencia,Completado
PG-00201,C-000201,2025-06-22,1209.21,Transferencia,Completado
PG-00202,C-000202,2025-06-24,1433.96,Tarjeta,Completado
PG-00203,C-000203,2025-07-10,613.57,PayPal,Completado
PG-00204,C-000204,2025-06-20,856.23,Transferencia,Completado
PG-00205,C-000205,2025-06-29,711.15,Transferencia,Completado
PG-00206,C-000206,2025-06-25,835.23,Transferencia,Completado
PG-00207,C-000207,2025-06-22,440.08,Efectivo,Completado
PG-00208,C-000208,2025-07-25,15.0,PayPal,Completado
PG-00209,C-000209,2025-08-20 00:00:00,408.44,Amazon Pay,Pendiente
PG-00210,C-000210,2025-05-28 00:00:00,1472.74,Bizum,Pendiente
PG-00211,C-000211,2025-07-03,802.46,Transferencia,Completado
PG-00212,C-000212,2025-06-20,933.77,Amazon Pay,Completado
PG-00213,C-000213,2025-08-18,941.42,Amazon Pay,Completado
PG-00214,C-000214,2025-06-12,1206.67,Transferencia,Completado
PG-00215,C-000215,2025-06-18,258.23,Tarjeta,Completado
PG-00216,C-000216,2025-06-23,1107.94,Amazon Pay,Completado
PG-00217,C-000217,2025-06-29,673.89,Transferencia,Completado
PG-00218,C-000218,2025-07-17,460.66,Tarjeta,Completado
PG-00219,C-000219,2025-06-27,576.57,Transferencia,Completado
PG-00220,C-000220,2025-08-02,1000.99,Transferencia,Completado
PG-00221,C-000221,2025-08-16,615.22,Tarjeta,Completado
PG-00222,C-000222,2025-08-15,758.02,Transferencia,Completado
PG-00223,C-000223,2025-08-01,1244.41,Bizum,Completado
PG-00224,C-000224,2025-06-08,856.21,Bizum,Completado
PG-00225,C-000225,2025-08-01,605.35,Bizum,Completado
PG-00226,C-000226,2025-06-08 00:00:00,901.34,Efectivo,Fallido
PG-00227,C-000227,2025-07-20,29.96,Tarjeta,Completado
PG-00228,C-000228,2025-08-20,1189.86,Transferencia,Completado
PG-00229,C-000229,2025-06-29,279.95,Efectivo,Completado
PG-00230,C-000230,2025-07-04,1293.75,Tarjeta,Completado
PG-00231,C-000231,2025-08-17 00:00:00,410.14,Amazon Pay,Pendiente
PG-00232,C-000232,2025-06-15,641.2,Efectivo,Completado
PG-00233,C-000233,2025-07-07,496.16,Efectivo,Completado
PG-00234,C-000234,2025-07-18,238.74,Tarjeta,Completado
PG-00235,C-000235,2025-06-14,13.35,Tarjeta,Completado
PG-00236,C-000236,2025-07-28,455.9,Transferencia,Completado
PG-00237,C-000237,2025-08-15,1413.57,Transferencia,Completado
PG-00238,C-000238,2025-08-11,702.45,Tarjeta,Completado
PG-00239,C-000239,2025-06-28,604.59,Transferencia,Completado
PG-00240,C-000240,2025-07-16,849.5,Transferencia,Completado
PG-00241,C-000241,2025-07-08,17.28,PayPal,Completado
PG-00242,C-000242,2025-06-27,1026.05,Amazon Pay,Completado
PG-00243,C-000243,2025-06-22,421.73,Tarjeta,Completado
PG-00244,C-000244,2025-08-16 00:00:00,1116.7,PayPal,Pendiente
PG-00245,C-000245,2025-06-02,460.43,Tarjeta,Completado
PG-00246,C-000246,2025-07-08,476.5,Transferencia,Completado
PG-00247,C-000247,2025-08-24,1268.25,Bizum,Completado
PG-00248,C-000248,2025-08-21,526.02,Amazon Pay,Completado
PG-00249,C-000249,2025-06-18,214.2,Tarjeta,Completado
PG-00250,C-000250,2025-07-01 00:00:00,114.04,Tarjeta,Fallido
PG-00251,C-000251,2025-06-07,386.82,Bizum,Completado
PG-00252,C-000252,2025-05-29,655.41,Amazon Pay,Completado
PG-00253,C-000253,2025-07-17 00:00:00,1150.04,Transferencia,Pendiente
PG-00254,C-000254,2025-06-01,410.13,Bizum,Completado
PG-00255,C-000255,2025-07-01,1221.47,Tarjeta,Completado
PG-00256,C-000256,2025-05-30,720.91,Transferencia,Completado
PG-00257,C-000257,2025-08-18,234.81,Amazon Pay,Completado
PG-00258,C-000258,2025-06-15,216.22,Efectivo,Completado
PG-00259,C-000259,2025-07-23,302.98,Amazon Pay,Completado
PG-00260,C-000260,2025-08-01,370.63,Efectivo,Completado
PG-00261,C-000261,2025-06-22,615.71,PayPal,Completado
PG-00262,C-000262,2025-08-18,1494.72,Amazon Pay,Completado
PG-00263,C-000263,2025-08-09,462.31,Tarjeta,Completado
PG-00264,C-000264,2025-07-05,142.26,Amazon Pay,Completado
PG-00265,C-000265,2025-06-03,393.99,Bizum,Completado
PG-00266,C-000266,2025-07-14,789.03,Efectivo,Completado
PG-00267,C-000267,2025-06-14,1203.46,Transferencia,Completado
PG-00268,C-000268,2025-05-28,652.65,Transferencia,Completado
PG-00269,C-000269,2025-06-02,164.29,Tarjeta,Completado
PG-00270,C-000270,2025-07-15,819.75,Tarjeta,Completado
PG-00271,C-000271,2025-08-01,1662.3,Efectivo,Completado
PG-00272,C-000272,2025-06-22,936.07,Tarjeta,Completado
PG-00273,C-000273,2025-08-15,285.94,Transferencia,Completado
PG-00274,C-000274,2025-06-26,999.03,Tarjeta,Completado
PG-00275,C-000275,2025-07-08,759.84,Amazon Pay,Completado
PG-00276,C-000276,2025-06-23,861.78,Tarjeta,Completado
PG-00277,C-000277,2025-07-23,1937.5,Tarjeta,Completado
PG-00278,C-000278,2025-06-18,25.49,Tarjeta,Completado
PG-00279,C-000279,2025-07-11,282.05,Amazon Pay,Completado
PG-00280,C-000280,2025-08-22,796.29,Amazon Pay,Completado
PG-00281,C-000281,2025-07-02,137.75,Tarjeta,Completado
PG-00282,C-000282,2025-08-13,503.58,Tarjeta,Completado
PG-00283,C-000283,2025-08-16,476.15,Tarjeta,Completado
PG-00284,C-000284,2025-07-07,1032.75,Tarjeta,Completado
PG-00285,C-000285,2025-06-09,562.79,Tarjeta,Completado
PG-00286,C-000286,2025-06-30,176.68,Transferencia,Completado
PG-00287,C-000287,2025-06-01,113.84,Amazon Pay,Completado
PG-00288,C-000288,2025-06-11,986.42,Transferencia,Completado
PG-00289,C-000289,2025-08-10,392.45,Transferencia,Completado
PG-00290,C-000290,2025-08-08,138.6,PayPal,Completado
PG-00291,C-000291,2025-06-10,478.01,Tarjeta,Completado
PG-00292,C-000292,2025-08-20 00:00:00,1235.99,Tarjeta,Fallido
PG-00293,C-000293,2025-06-18,29.59,Transferencia,Completado
PG-00294,C-000294,2025-06-19,590.54,Amazon Pay,Completado
PG-00295,C-000295,2025-06-02 00:00:00,17.93,Efectivo,Fallido
PG-00296,C-000296,2025-07-21,168.83,PayPal,Completado
PG-00297,C-000297,2025-06-13,148.28,Efectivo,Completado
PG-00298,C-000298,2025-08-21 00:00:00,1084.61,Tarjeta,Pendiente
PG-00299,C-000299,2025-06-13,1107.14,Tarjeta,Completado
PG-00300,C-000300,2025-08-07,80.1,Transferencia,Completado
PG-00301,C-000301,2025-07-11 00:00:00,713.43,PayPal,Pendiente
PG-00302,C-000302,2025-07-21,759.1,Tarjeta,Completado
PG-00303,C-000303,2025-06-12,214.32,Tarjeta,Completado
PG-00304,C-000304,2025-07-21,1057.12,Amazon Pay,Completado
PG-00305,C-000305,2025-08-22,375.52,Transferencia,Completado
PG-00306,C-000306,2025-05-31,72.66,Tarjeta,Completado
PG-00307,C-000307,2025-07-06,379.39,Transferencia,Completado
PG-00308,C-000308,2025-07-05,480.92,Transferencia,Completado
PG-00309,C-000309,2025-08-07,470.09,Transferencia,Completado
PG-00310,C-000310,2025-07-17,268.87,Transferencia,Completado
PG-00311,C-000311,2025-08-11,784.93,PayPal,Completado
PG-00312,C-000312,2025-06-27,138.18,PayPal,Completado
PG-00313,C-000313,2025-07-13,560.15,Tarjeta,Completado
PG-00314,C-000314,2025-08-09,132.79,Tarjeta,Completado
PG-00315,C-000315,2025-07-06,156.2,Efectivo,Completado
PG-00316,C-000316,2025-06-08,688.19,Efectivo,Completado
PG-00317,C-000317,2025-06-30,454.05,Transferencia,Completado
PG-00318,C-000318,2025-06-04,587.3,Tarjeta,Completado
PG-00319,C-000319,2025-07-28,168.59,Transferencia,Completado
PG-00320,C-000320,2025-08-12,349.08,Tarjeta,Completado
PG-00321,C-000321,2025-08-05,797.49,PayPal,Completado
PG-00322,C-000322,2025-06-04,486.31,Transferencia,Completado
PG-00323,C-000323,2025-06-14,574.46,Amazon Pay,Completado
PG-00324,C-000324,2025-06-20,1010.96,Efectivo,Completado
PG-00325,C-000325,2025-05-27,10.4,Tarjeta,Completado
PG-00326,C-000326,2025-08-11,1281.61,Efectivo,Completado
PG-00327,C-000327,2025-06-29,1097.2,Transferencia,Completado
PG-00328,C-000328,2025-07-01,726.94,Amazon Pay,Completado
PG-00329,C-000329,2025-08-23 00:00:00,503.35,Transferencia,Fallido
PG-00330,C-000330,2025-06-18,1004.6,PayPal,Completado
PG-00331,C-000331,2025-07-23,256.92,Tarjeta,Completado
PG-00332,C-000332,2025-08-09,1439.34,Amazon Pay,Completado
PG-00333,C-000333,2025-07-24,434.4,Transferencia,Completado
PG-00334,C-000334,2025-08-11 00:00:00,612.71,Tarjeta,Fallido
PG-00335,C-000335,2025-08-10,158.14,Efectivo,Completado
PG-00336,C-000336,2025-07-20,270.39,Transferencia,Completado
PG-00337,C-000337,2025-05-31,1238.01,Transferencia,Completado
PG-00338,C-000338,2025-06-06,1213.97,Efectivo,Completado
PG-00339,C-000339,2025-07-22,1256.9,Tarjeta,Completado
PG-00340,C-000340,2025-08-23 00:00:00,739.0,Tarjeta,Fallido
PG-00341,C-000341,2025-06-03,474.5,Tarjeta,Completado
PG-00342,C-000342,2025-07-07,987.82,Transferencia,Completado
PG-00343,C-000343,2025-08-24,438.92,Efectivo,Completado
PG-00344,C-000344,2025-07-28,612.16,Amazon Pay,Completado
PG-00345,C-000345,2025-08-08 00:00:00,1267.52,Transferencia,Pendiente
PG-00346,C-000346,2025-07-05,82.39,Bizum,Completado
PG-00347,C-000347,2025-08-21 00:00:00,951.76,Tarjeta,Pendiente
PG-00348,C-000348,2025-07-29,1334.74,Transferencia,Completado
PG-00349,C-000349,2025-06-05,752.4,Efectivo,Completado
PG-00350,C-000350,2025-06-25,539.45,Tarjeta,Completado
PG-00351,C-000351,2025-08-03,468.42,Transferencia,Completado
PG-00352,C-000352,2025-07-03,76.78,Tarjeta,Completado
PG-00353,C-000353,2025-06-27,1672.32,Bizum,Completado
PG-00354,C-000354,2025-07-06 00:00:00,342.17,Transferencia,Pendiente
PG-00355,C-000355,2025-07-30,338.86,Transferencia,Completado
PG-00356,C-000356,2025-07-02,326.63,PayPal,Completado
PG-00357,C-000357,2025-07-23,493.61,Bizum,Completado
PG-00358,C-000358,2025-07-06,1256.78,Transferencia,Completado
PG-00359,C-000359,2025-08-19 00:00:00,771.89,Bizum,Pendiente
PG-00360,C-000360,2025-07-03,29.07,PayPal,Completado
PG-00361,C-000361,2025-06-06,137.48,Amazon Pay,Completado
PG-00362,C-000362,2025-06-05,528.21,Transferencia,Completado
PG-00363,C-000363,2025-08-15,864.58,Bizum,Completado
PG-00364,C-000364,2025-05-28,1586.27,Efectivo,Completado
PG-00365,C-000365,2025-08-10,826.12,Efectivo,Completado
PG-00366,C-000366,2025-07-21,322.37,Amazon Pay,Completado
PG-00367,C-000367,2025-05-27,652.41,Transferencia,Completado
PG-00368,C-000368,2025-06-02,36.76,Transferencia,Completado
PG-00369,C-000369,2025-07-02,934.63,Amazon Pay,Completado
PG-00370,C-000370,2025-07-13,956.25,Tarjeta,Completado
PG-00371,C-000371,2025-06-27,19.31,Transferencia,Completado
PG-00372,C-000372,2025-08-01,60.1,Transferencia,Completado
PG-00373,C-000373,2025-08-24,715.02,PayPal,Completado
PG-00374,C-000374,2025-07-19,813.48,Tarjeta,Completado
PG-00375,C-000375,2025-06-06,1238.08,Efectivo,Completado
PG-00376,C-000376,2025-08-15,313.04,Transferencia,Completado
PG-00377,C-000377,2025-08-16,335.38,Bizum,Completado
PG-00378,C-000378,2025-05-30,417.29,Bizum,Completado
PG-00379,C-000379,2025-08-14,501.67,Transferencia,Completado
PG-00380,C-000380,2025-07-10,1162.45,Tarjeta,Completado
PG-00381,C-000381,2025-06-18,860.74,Transferencia,Completado
PG-00382,C-000382,2025-08-03,130.44,Transferencia,Completado
PG-00383,C-000383,2025-07-28,1064.83,Transferencia,Completado
PG-00384,C-000384,2025-08-20,923.47,PayPal,Completado
PG-00385,C-000385,2025-08-01,87.46,PayPal,Completado
PG-00386,C-000386,2025-05-26,175.12,PayPal,Completado
PG-00387,C-000387,2025-08-11,415.07,Bizum,Completado
PG-00388,C-000388,2025-08-10,691.42,Amazon Pay,Completado
PG-00389,C-000389,2025-08-05,828.4,Transferencia,Completado
PG-00390,C-000390,2025-05-29,167.48,Tarjeta,Completado
PG-00391,C-000391,2025-08-15,876.49,Transferencia,Completado
PG-00392,C-000392,2025-08-10,1487.63,Tarjeta,Completado
PG-00393,C-000393,2025-07-19,966.17,Tarjeta,Completado
PG-00394,C-000394,2025-07-25,1124.28,Tarjeta,Completado
PG-00395,C-000395,2025-06-16 00:00:00,929.49,Transferencia,Pendiente
PG-00396,C-000396,2025-07-21,82.2,Transferencia,Completado
PG-00397,C-000397,2025-06-15,400.7,Transferencia,Completado
PG-00398,C-000398,2025-06-09,267.28,Tarjeta,Completado
PG-00399,C-000399,2025-07-23,101.36,Tarjeta,Completado
PG-00400,C-000400,2025-05-28,799.69,Amazon Pay,Completado
PG-00401,C-000401,2025-05-26,6.32,PayPal,Completado
PG-00402,C-000402,2025-06-09,566.25,Transferencia,Completado
PG-00403,C-000403,2025-07-16,182.36,Transferencia,Completado
PG-00404,C-000404,2025-07-30,131.58,Efectivo,Completado
PG-00405,C-000405,2025-05-30,425.85,Tarjeta,Completado
PG-00406,C-000406,2025-06-26,692.76,Transferencia,Completado
PG-00407,C-000407,2025-06-07,1273.31,Amazon Pay,Completado
PG-00408,C-000408,2025-07-10,228.07,Bizum,Completado
PG-00409,C-000409,2025-06-09,599.12,PayPal,Completado
PG-00410,C-000410,2025-06-26 00:00:00,1514.83,Tarjeta,Pendiente
PG-00411,C-000411,2025-06-09,523.32,Tarjeta,Completado
PG-00412,C-000412,2025-07-27,1035.98,Tarjeta,Completado
PG-00413,C-000413,2025-08-16,498.64,Transferencia,Completado
PG-00414,C-000414,2025-06-06,652.07,Transferencia,Completado
PG-00415,C-000415,2025-07-28,866.3,Efectivo,Completado
PG-00416,C-000416,2025-06-10 00:00:00,298.64,Transferencia,Fallido
PG-00417,C-000417,2025-08-25,60.52,Tarjeta,Completado
