purchase_id,branch_id,client_id,fecha,canal,metodo_pago,employee_id,total
C-000026,SUC-37,CL-2209,2025-08-14,Instagram,Bizum,EMP-81,1037.95
C-000027,SUC-25,CL-362,2025-08-17,Presencial,Amazon Pay,EMP-8,1465.71
c_000028,SUC-9,CL-5777,2025-06-11,Página Web,Bizum,EMP-70,653.47
c_000029,SUC-18,CL-6411,2025-07-10,Presencial,Transferencia,EMP-40,193.54
C-000030,SUC-8,CL-3263,2025-08-15,Instagram,PayPal,EMP-83,705.08
c_000031,SUC-15,CL-7763,2025-08-10,Amazon,PayPal,EMP-8,1040.19
c_000032,SUC-27,CL-316,2025-06-13,Amazon,Amazon Pay,EMP-100,1177.02
C-000033,SUC-29,CL-2880,2025-06-15,Página Web,Efectivo,EMP-22,1349.63
C-000034,SUC-23,CL-3899,2025-06-02,Página Web,Tarjeta,EMP-52,521.46
C-000035,SUC-21,CL-7028,2025-07-30,Presencial,Amazon Pay,EMP-76,1347.92
c_000036,SUC-33,CL-7271,2025-05-30,Presencial,Amazon Pay,EMP-91,146.52
c_000037,SUC-39,CL-5752,2025-07-08,Distribuidor,Efectivo,EMP-13,830.89
C-000038,SUC-31,CL-2989,2025-06-09,Presencial,PayPal,EMP-3,713.86
C-000039,SUC-22,CL-2198,2025-06-22,Distribuidor,Tarjeta,EMP-17,585.75
C-000040,SUC-23,CL-1506,2025-08-03,Instagram,Efectivo,EMP-98,1041.6
C-000041,SUC-18,CL-5324,2025-08-20,Presencial,Tarjeta,EMP-76,25.01
C-000042,SUC-30,CL-4062,2025-06-10,Instagram,Bizum,EMP-95,153.4
C-000043,SUC-33,CL-1960,2025-07-24,Amazon,PayPal,EMP-84,871.91
C-000044,SUC-17,CL-577,2025-08-04,Página Web,Efectivo,EMP-46,798.14
c_000045,SUC-24,CL-3207,2025-08-09,Amazon,Tarjeta,EMP-81,160.77
C-000046,SUC-28,CL-613,2025-07-17,Instagram,Transferencia,EMP-21,1229.83
c_000047,SUC-49,CL-3895,2025-06-09,Página Web,Transferencia,EMP-34,840.0
C-000048,SUC-24,CL-5681,2025-08-17,Presencial,PayPal,EMP-44,86.62
C-000049,SUC-37,CL-4829,2025-06-21,Presencial,Efectivo,EMP-77,983.38
C-000050,SUC-43,CL-1823,2025-07-11,Amazon,,EMP-45,836.99
C-000051,SUC-34,CL-1780,2025-06-12,Presencial,Transferencia,EMP-96,585.91
C-000052,SUC-43,CL-7938,2025-08-20,Página Web,Transferencia,EMP-35,332.56
c_000053,SUC-17,CL-8653,2025-08-07,Amazon,Tarjeta,EMP-55,88.85
C-000054,SUC-13,CL-8241,2025-06-13,Distribuidor,Tarjeta,EMP-33,1014.69
C-000055,SUC-32,CL-9982,2025-06-04,Presencial,Tarjeta,EMP-72,84.04
C-000056,SUC-8,CL-9042,2025-07-19,Presencial,PayPal,EMP-99,1388.05
C-000057,SUC-26,CL-6015,2025-08-06,Presencial,PayPal,EMP-25,877.85
c_000058,SUC-14,CL-1384,2025-06-25,Distribuidor,Amazon Pay,EMP-20,31.31
C-000059,SUC-13,CL-6629,2025-06-22,Amazon,PayPal,EMP-55,974.47
C-000060,SUC-24,CL-9855,2025-07-07,Amazon,Efectivo,EMP-71,
c_000061,SUC-21,CL-710,2025-08-21,Instagram,Transferencia,EMP-80,1240.33
C-000062,SUC-6,CL-2820,2025-06-24,Presencial,PayPal,EMP-52,381.07
c_000063,SUC-9,CL-5678,2025-08-18,Distribuidor,PayPal,EMP-98,239.87
c_000064,SUC-21,CL-8849,2025-06-20,Página Web,PayPal,EMP-28,1149.7
C-000065,SUC-23,CL-5101,2025-07-21,Presencial,Tarjeta,EMP-26,1415.52
C-000066,SUC-38,CL-3787,2025-06-09,Presencial,PayPal,EMP-5,38.25
C-000067,SUC-21,CL-4975,2025-07-10,Amazon,Tarjeta,EMP-79,660.21
C-000068,SUC-35,CL-3809,2025-07-08,Página Web,Bizum,EMP-44,966.53
C-000069,SUC-22,CL-5089,2025-08-21,Instagram,PayPal,EMP-16,546.6
c_000070,SUC-25,CL-8891,2025-07-31,Instagram,Amazon Pay,EMP-40,225.19
C-000071,SUC-38,CL-9628,2025-05-31,Distribuidor,Bizum,EMP-96,68.79
c_000072,SUC-48,CL-120,2025-08-07,Amazon,Amazon Pay,EMP-61,1175.98
C-000073,SUC-8,CL-960,2025-06-01,Amazon,Efectivo,EMP-38,296.96
c_000074,SUC-11,CL-1552,2025-06-16,Amazon,PayPal,EMP-59,623.19
C-000075,SUC-4,CL-4603,2025-07-13,Distribuidor,,EMP-8,1203.63
c_000076,SUC-34,CL-3058,2025-07-13,Página Web,Bizum,EMP-66,1346.44
c_000077,SUC-43,CL-5993,2025-07-19,Amazon,PayPal,EMP-80,746.15
c_000078,SUC-6,CL-8688,2025-07-21,Presencial,Transferencia,EMP-65,81.8
c_000079,SUC-31,CL-5687,2025-06-26,Presencial,Tarjeta,EMP-35,1347.01
C-000080,SUC-20,,2025-08-20,,Efectivo,EMP-82,1460.88
c_000081,SUC-16,CL-9897,2025-06-07,Página Web,Bizum,EMP-45,844.06
C-000082,SUC-39,CL-5613,2025-08-21,Página Web,Tarjeta,EMP-94,1003.59
C-000083,SUC-46,CL-6741,2025-08-14,Amazon,Transferencia,EMP-53,1023.0
C-000084,SUC-2,CL-5643,2025-08-18,Página Web,PayPal,EMP-80,1459.56
C-000085,SUC-25,CL-2648,2025-07-10,Página Web,Tarjeta,EMP-90,869.21
C-000086,SUC-43,CL-545,2025-06-24,Amazon,Tarjeta,EMP-30,339.65
C-000087,SUC-4,CL-2586,2025-06-11,Amazon,Bizum,EMP-47,1285.37
C-000088,SUC-30,CL-9741,2025-07-16,Instagram,Efectivo,EMP-57,857.92
C-000089,SUC-30,CL-2570,2025-08-01,Página Web,Transferencia,EMP-41,1092.84
C-000090,SUC-29,CL-4269,2025-07-14,Presencial,Transferencia,EMP-00001,
c_000091,SUC-32,CL-8652,2025-07-20,Amazon,PayPal,EMP-32,873.74
C-000092,SUC-47,CL-4850,2025-06-28,Amazon,Bizum,EMP-60,611.76
c_000093,SUC-5,CL-1754,2025-06-05,Instagram,PayPal,EMP-48,624.53
c_000094,SUC-29,CL-7193,2025-08-14,Distribuidor,Bizum,EMP-37,1274.18
C-000095,SUC-42,CL-3893,2025-08-04,Presencial,Amazon Pay,EMP-34,1318.64
C-000096,SUC-18,CL-2481,2025-08-20,Distribuidor,Bizum,EMP-5,826.28
C-000097,SUC-17,CL-4724,2025-06-15,Presencial,Transferencia,EMP-33,271.99
c_000098,SUC-5,CL-3569,2025-06-02,Distribuidor,Efectivo,EMP-70,955.28
c_000099,SUC-26,CL-1160,2025-07-12,Amazon,Tarjeta,EMP-97,1441.83
c_000100,SUC-4,CL-1924,2025-08-10,Presencial,,EMP-8,1182.15
C-000101,SUC-11,CL-3808,2025-06-25,Instagram,PayPal,EMP-43,521.89
C-000102,SUC-17,CL-8203,2025-06-29,Página Web,Efectivo,EMP-3,26.16
c_000103,SUC-39,CL-2770,2025-06-08,Presencial,Transferencia,EMP-37,1341.71
C-000104,SUC-50,CL-7422,2025-06-11,Instagram,Amazon Pay,EMP-55,76.94
c_000105,SUC-3,CL-304,,Presencial,Transferencia,EMP-100,1023.99
c_000106,SUC-13,CL-8790,2025-06-22,Presencial,Transferencia,EMP-80,591.24
c_000107,SUC-48,CL-3649,2025-07-13,Amazon,Bizum,EMP-59,1417.89
C-000108,SUC-14,CL-5764,2025-06-22,Instagram,Bizum,EMP-31,426.88
C-000109,SUC-17,CL-5742,2025-06-02,Amazon,Efectivo,EMP-13,1457.21
c_000110,SUC-19,CL-9586,2025-08-11,Página Web,Efectivo,EMP-74,733.29
C-000111,SUC-13,CL-4998,2025-08-17,Distribuidor,Tarjeta,EMP-66,683.1
c_000112,SUC-17,CL-2097,2025-06-16,Presencial,Amazon Pay,EMP-10,679.37
C-000113,SUC-8,CL-5394,2025-06-22,Distribuidor,Amazon Pay,EMP-5,242.05
C-000114,SUC-41,CL-5485,2025-07-05,Instagram,Transferencia,EMP-27,1168.97
C-000115,SUC-20,CL-9235,2025-06-20,Distribuidor,PayPal,EMP-91,472.81
C-000116,SUC-48,CL-2052,2025-07-09,Presencial,Transferencia,EMP-30,750.29
C-000117,SUC-19,CL-6589,2025-06-10,Instagram,Amazon Pay,EMP-20,1212.37
c_000118,SUC-44,CL-1383,2025-08-04,Distribuidor,Tarjeta,EMP-73,1311.37
C-000119,SUC-25,CL-9201,2025-07-24,Página Web,Transferencia,EMP-54,1038.71
C-000120,SUC-23,,2025-06-27,TikTok,Transferencia,EMP-11,
C-000121,SUC-3,CL-4909,2025-08-10,Amazon,PayPal,EMP-17,692.34
C-000122,SUC-21,CL-3496,2025-07-07,Amazon,Amazon Pay,EMP-6,327.54
C-000123,SUC-39,CL-3227,2025-07-17,Presencial,Efectivo,EMP-12,500.0
c_000124,SUC-48,CL-6030,2025-06-02,Distribuidor,Transferencia,EMP-10,1061.87
C-000125,SUC-38,CL-2862,2025-06-05,Distribuidor,,EMP-49,1411.65
C-000126,SUC-21,CL-4572,2025-08-12,Amazon,Bizum,EMP-79,1169.97
c_000127,SUC-7,CL-4684,2025-07-03,Distribuidor,Efectivo,EMP-86,75.11
c_000128,SUC-6,CL-8598,2025-06-16,Amazon,Amazon Pay,EMP-45,275.06
C-000129,SUC-50,CL-2943,2025-06-22,Amazon,Efectivo,EMP-50,789.63
C-000130,SUC-21,CL-6873,2025-08-05,Amazon,PayPal,EMP-38,1080.91
C-000131,SUC-22,CL-3371,2025-08-12,Página Web,Efectivo,EMP-75,1007.42
C-000132,SUC-4,CL-8110,2025-08-04,Distribuidor,Tarjeta,EMP-46,274.79
C-000133,SUC-13,CL-4120,2025-08-20,Página Web,Transferencia,EMP-58,851.43
c_000134,SUC-28,CL-361,2025-08-03,Página Web,Tarjeta,EMP-93,862.75
C-000135,SUC-44,CL-1334,2025-07-24,Distribuidor,Transferencia,EMP-00001,120.82
C-000136,SUC-13,CL-4391,2025-07-09,Instagram,Tarjeta,EMP-100,362.33
C-000137,SUC-23,CL-8066,2025-06-09,Distribuidor,Bizum,EMP-1,798.39
C-000138,SUC-22,CL-4036,2025-07-01,Distribuidor,Bizum,EMP-46,415.35
C-000139,SUC-23,CL-2608,2025-08-04,Amazon,Tarjeta,EMP-49,1189.44
C-000140,SUC-10,CL-8457,2026-01-01,,Bizum,EMP-51,1036.78
c_000141,SUC-9,CL-1198,2025-07-30,Página Web,Amazon Pay,EMP-74,70.34
c_000142,SUC-25,CL-6418,2025-06-12,Distribuidor,Efectivo,EMP-75,963.86
C-000143,SUC-25,CL-2634,2025-07-10,Distribuidor,Efectivo,EMP-21,613.79
C-000144,SUC-4,CL-1476,2025-08-22,Distribuidor,Efectivo,EMP-62,76.17
C-000145,SUC-16,CL-2247,2025-08-10,Página Web,Transferencia,EMP-73,1403.49
C-000146,SUC-48,CL-897,2025-06-09,Instagram,Tarjeta,EMP-77,368.74
C-000147,SUC-4,CL-3027,2025-08-10,Instagram,PayPal,EMP-19,781.3
c_000148,SUC-20,CL-2849,2025-07-22,Página Web,Efectivo,EMP-22,143.05
c_000149,SUC-1,CL-4665,2025-07-03,Amazon,Transferencia,EMP-65,300.83
,SUC-31,CL-6608,2025-06-28,Presencial,Cheque,EMP-48,335.28
C-000151,SUC-37,CL-9950,2025-06-14,Instagram,Bizum,EMP-86,1146.8
C-000152,SUC-50,CL-3955,2025-06-29,Amazon,PayPal,EMP-89,950.44
C-000153,SUC-5,CL-9926,2025-08-17,Presencial,Transferencia,EMP-5,1011.23
C-000154,SUC-31,CL-5067,2025-06-13,Instagram,Transferencia,EMP-70,528.97
C-000155,SUC-26,CL-8736,2025-08-04,Instagram,Efectivo,EMP-41,816.71
C-000156,SUC-45,CL-4253,2025-08-03,Distribuidor,Bizum,EMP-23,1082.07
C-000157,SUC-21,CL-1678,2025-07-26,Distribuidor,Tarjeta,EMP-99,1498.25
C-000158,SUC-19,CL-8671,2025-06-26,Amazon,Efectivo,EMP-36,694.86
C-000159,SUC-28,CL-5854,2025-08-09,Distribuidor,Transferencia,EMP-60,214.33
C-000160,SUC-32,CL-9854,2025-06-22,Página Web,Amazon Pay,EMP-33,448.53
c_000161,SUC-26,CL-620,2025-06-16,Distribuidor,PayPal,EMP-76,341.45
C-000162,SUC-36,CL-4189,2025-06-19,Página Web,Transferencia,EMP-89,1063.24
c_000163,SUC-2,CL-5582,2025-07-23,Amazon,Transferencia,EMP-84,610.01
c_000164,SUC-35,CL-9613,2025-06-22,Página Web,Efectivo,EMP-69,121.35
C-000165,SUC-24,CL-1564,2025-08-23,Página Web,Tarjeta,EMP-67,405.05
C-000166,SUC-7,CL-9278,2025-08-06,Amazon,Transferencia,EMP-45,941.65
C-000167,SUC-35,CL-6538,2025-08-04,Distribuidor,Transferencia,EMP-69,270.73
c_000168,SUC-23,CL-6658,2025-07-11,Distribuidor,Bizum,EMP-56,1167.22
C-000169,SUC-10,CL-8706,2025-06-25,Amazon,PayPal,EMP-70,191.11
C-000170,SUC-42,CL-4964,2025-07-07,Instagram,Transferencia,EMP-68,587.09
C-000171,SUC-46,CL-1222,2025-05-27,Página Web,Transferencia,EMP-14,431.61
c_000172,SUC-4,CL-9955,2025-06-06,Distribuidor,Transferencia,EMP-88,1407.62
c_000173,SUC-10,CL-5378,2025-06-24,Amazon,Transferencia,EMP-94,54.07
C-000174,SUC-33,CL-6909,2025-07-18,Presencial,Transferencia,EMP-67,684.53
c_000175,SUC-6,CL-921,2025-08-21,Amazon,,EMP-72,1280.91
c_000176,SUC-12,CL-2855,2025-07-05,Presencial,Bizum,EMP-41,1463.86
C-000177,SUC-35,CL-9878,2025-07-29,Página Web,Efectivo,EMP-29,964.04
C-000178,SUC-27,CL-5229,2025-08-13,Amazon,Transferencia,EMP-91,1151.28
c_000179,SUC-12,CL-8978,2025-06-05,Instagram,Tarjeta,EMP-65,487.09
c_000180,SUC-42,CL-7462,2025-07-01,Distribuidor,Transferencia,EMP-00001,930.55
C-000181,SUC-14,CL-170,2025-05-26,Amazon,PayPal,EMP-2,1148.24
C-000182,SUC-43,CL-1565,2025-06-03,Página Web,Amazon Pay,EMP-1,402.29
C-000183,SUC-34,CL-6143,2025-08-16,Página Web,Amazon Pay,EMP-21,860.06
C-000184,SUC-21,CL-1226,2025-06-26,Página Web,Amazon Pay,EMP-38,768.16
c_000185,SUC-31,CL-8661,2025-06-03,Página Web,Tarjeta,EMP-96,966.53
c_000186,SUC-25,CL-4816,2025-06-20,Página Web,PayPal,EMP-60,154.25
C-000187,SUC-12,CL-6818,2025-08-17,Instagram,Transferencia,EMP-59,1254.3
c_000188,SUC-4,CL-1951,2025-08-03,Instagram,Tarjeta,EMP-94,998.15
C-000189,SUC-42,CL-7535,2025-08-10,Presencial,Bizum,EMP-91,881.21
C-000190,SUC-35,CL-2728,2025-07-17,Amazon,Efectivo,EMP-13,1272.5
C-000191,SUC-18,CL-490,2025-08-21,Instagram,Efectivo,EMP-53,1224.53
c_000192,SUC-3,CL-9256,2025-06-04,Amazon,Tarjeta,EMP-22,1283.12
C-000193,SUC-7,CL-9815,2025-08-05,Amazon,Efectivo,EMP-4,989.67
c_000194,SUC-44,CL-3872,2025-07-24,Página Web,Tarjeta,EMP-36,173.0
c_000195,SUC-21,CL-4694,2025-07-23,Presencial,Bizum,EMP-45,747.8
C-000196,SUC-7,CL-3643,2025-06-05,Instagram,Efectivo,EMP-4,1166.23
C-000197,SUC-19,CL-4525,2025-06-07,Amazon,Tarjeta,EMP-6,1469.7
C-000198,SUC-13,CL-9742,2025-08-14,Instagram,PayPal,EMP-22,48.92
c_000199,SUC-32,CL-1693,2025-06-14,Página Web,Efectivo,EMP-56,710.78
c_000200,SUC-24,CL-7710,2025-06-18,TikTok,,EMP-22,1262.62
C-000201,SUC-6,CL-4942,2025-07-31,Distribuidor,Tarjeta,EMP-74,349.83
c_000202,SUC-9,CL-2700,2025-06-25,Página Web,PayPal,EMP-1,649.34
C-000203,SUC-10,CL-5191,2025-06-08,Distribuidor,PayPal,EMP-39,259.72
c_000204,SUC-36,CL-6563,2025-06-12,Presencial,Tarjeta,EMP-9,694.93
c_000205,SUC-5,CL-9018,2025-06-19,Página Web,Amazon Pay,EMP-45,212.29
C-000206,SUC-15,CL-2129,2025-05-30,Distribuidor,PayPal,EMP-65,1200.57
C-000207,SUC-46,CL-9851,2025-07-26,Instagram,PayPal,EMP-24,531.42
c_000208,SUC-12,CL-1369,2025-05-27,Página Web,Tarjeta,EMP-78,1402.47
c_000209,SUC-7,CL-4628,2025-07-10,Presencial,Efectivo,EMP-8,435.85
C-000210,SUC-3,CL-6026,2026-01-01,Presencial,PayPal,EMP-32,
c_000211,SUC-21,CL-423,2025-05-30,Instagram,Amazon Pay,EMP-17,1428.63
C-000212,SUC-25,CL-7024,2025-08-03,Instagram,Transferencia,EMP-99,1199.47
c_000213,SUC-20,CL-4599,2025-07-05,Instagram,Tarjeta,EMP-87,278.6
C-000214,SUC-46,CL-7363,2025-06-24,Distribuidor,Amazon Pay,EMP-39,436.06
c_000215,SUC-20,CL-4764,2025-07-25,Amazon,PayPal,EMP-30,673.53
C-000216,SUC-30,CL-9909,2025-06-06,Instagram,PayPal,EMP-53,816.19
c_000217,SUC-38,CL-7770,2025-05-30,Instagram,Amazon Pay,EMP-8,628.78
C-000218,SUC-5,CL-2972,2025-08-23,Amazon,Transferencia,EMP-35,532.13
c_000219,SUC-39,CL-4776,2025-06-18,Amazon,Tarjeta,EMP-31,757.5
C-000220,SUC-2,CL-6220,2025-07-23,Amazon,Tarjeta,EMP-85,574.05
c_000221,SUC-46,CL-6881,2025-06-29,Instagram,Transferencia,EMP-66,1142.79
c_000222,SUC-50,CL-6277,2025-07-20,Amazon,PayPal,EMP-96,883.39
C-000223,SUC-35,CL-8610,2025-07-21,Distribuidor,Transferencia,EMP-33,1290.39
C-000224,SUC-25,CL-5631,2025-06-12,Instagram,Bizum,EMP-81,407.18
C-000225,SUC-45,CL-9334,2025-07-30,Amazon,,,564.23
C-000226,SUC-6,CL-733,2025-06-18,Distribuidor,Efectivo,EMP-39,450.2
C-000227,SUC-35,CL-4278,2025-08-17,Amazon,Tarjeta,EMP-57,224.52
C-000228,SUC-43,CL-7089,2025-06-21,Distribuidor,PayPal,EMP-12,952.4
C-000229,SUC-18,CL-6344,2025-07-09,Amazon,PayPal,EMP-82,720.0
c_000230,SUC-47,CL-552,2025-07-15,Amazon,Amazon Pay,EMP-27,222.52
c_000231,SUC-9,CL-4797,2025-07-04,Página Web,PayPal,EMP-22,1444.82
c_000232,SUC-13,CL-8050,2025-08-05,Amazon,Efectivo,EMP-2,1125.1
C-000233,SUC-33,CL-8529,2025-08-19,Página Web,PayPal,EMP-9,1012.98
C-000234,SUC-35,CL-435,2025-08-09,Presencial,Bizum,EMP-52,372.04
c_000235,SUC-37,CL-1756,2025-06-09,Presencial,Amazon Pay,EMP-81,553.67
C-000236,SUC-14,CL-5641,2025-07-28,Distribuidor,Tarjeta,EMP-18,974.73
c_000237,SUC-27,CL-7329,2025-06-14,Página Web,Efectivo,EMP-74,969.79
C-000238,SUC-7,CL-785,2025-05-29,Presencial,PayPal,EMP-47,526.55
C-000239,SUC-13,CL-5930,2025-05-30,Página Web,Amazon Pay,EMP-98,223.5
C-000240,SUC-2,CL-9025,2025-07-30,Instagram,Transferencia,EMP-73,
C-000241,SUC-43,CL-6286,2025-08-08,Página Web,Tarjeta,EMP-88,591.66
C-000242,SUC-11,CL-9914,2025-08-18,Página Web,Transferencia,EMP-41,768.35
c_000243,SUC-16,CL-803,2025-08-07,Presencial,Amazon Pay,EMP-62,1367.23
c_000244,SUC-45,CL-1736,2025-06-04,Página Web,Amazon Pay,EMP-72,1437.46
C-000245,SUC-5,CL-1089,2025-07-20,Instagram,PayPal,EMP-62,427.87
C-000246,SUC-23,CL-9085,2025-06-22,Amazon,Amazon Pay,EMP-51,646.0
c_000247,SUC-20,CL-5248,2025-06-22,Amazon,Efectivo,EMP-6,109.4
C-000248,SUC-22,CL-5020,2025-08-21,Amazon,Amazon Pay,EMP-57,697.95
C-000249,SUC-3,CL-5268,2025-08-16,Instagram,Efectivo,EMP-9,696.3
c_000250,SUC-15,CL-3297,2025-07-23,Presencial,,EMP-1,445.18
c_000251,SUC-20,CL-1769,2025-06-16,Instagram,Amazon Pay,EMP-5,1040.25
C-000252,SUC-25,CL-9800,2025-07-28,Amazon,Tarjeta,EMP-28,885.88
C-000253,SUC-14,CL-5692,2025-06-12,Amazon,PayPal,EMP-100,508.69
c_000254,SUC-1,CL-4192,2025-07-02,Página Web,PayPal,EMP-97,379.48
c_000255,SUC-29,CL-1442,2025-08-14,Instagram,PayPal,EMP-74,566.07
C-000256,SUC-22,CL-719,2025-06-20,Instagram,Transferencia,EMP-64,285.54
c_000257,SUC-34,CL-9559,2025-08-05,Página Web,Transferencia,EMP-70,1280.51
C-000258,SUC-19,CL-1666,2025-07-04,Página Web,Efectivo,EMP-22,300.21
C-000259,SUC-40,CL-9111,2025-06-30,Página Web,Efectivo,EMP-46,958.22
C-000260,SUC-7,CL-8363,2025-06-05,Presencial,Efectivo,EMP-84,157.93
C-000261,SUC-31,CL-9359,2025-06-07,Amazon,Tarjeta,EMP-76,1280.36
c_000262,SUC-30,CL-7933,2025-08-21,Distribuidor,Efectivo,EMP-1,1107.96
c_000263,SUC-13,CL-2506,2025-08-16,Amazon,Transferencia,EMP-60,1027.62
c_000264,SUC-43,CL-1902,2025-08-04,Amazon,PayPal,EMP-25,547.91
c_000265,SUC-29,CL-5503,2025-08-02,Página Web,PayPal,EMP-50,369.45
C-000266,SUC-14,CL-7960,2025-06-03,Distribuidor,Amazon Pay,EMP-82,1251.39
C-000267,SUC-38,CL-3364,2025-06-19,Instagram,Tarjeta,EMP-26,354.93
C-000268,SUC-9,CL-2238,2025-07-02,Amazon,Amazon Pay,EMP-14,1400.64
c_000269,SUC-36,CL-1963,2025-07-21,Amazon,Amazon Pay,EMP-61,818.68
c_000270,SUC-48,CL-9732,2025-08-21,Amazon,Tarjeta,EMP-00001,736.22
c_000271,SUC-47,CL-8352,2025-06-24,Instagram,Bizum,EMP-68,1364.71
C-000272,SUC-6,CL-2829,2025-08-11,Instagram,Tarjeta,EMP-30,784.37
C-000273,SUC-13,CL-9378,2025-06-06,Distribuidor,PayPal,EMP-6,336.71
c_000274,SUC-11,CL-3555,2025-08-14,Presencial,Amazon Pay,EMP-11,1186.37
c_000275,SUC-1,CL-6138,2025-06-27,Distribuidor,,EMP-11,977.1
C-000276,SUC-32,CL-6722,2025-08-01,Presencial,Bizum,EMP-92,606.51
c_000277,SUC-33,CL-2072,2025-06-13,Amazon,Amazon Pay,EMP-68,754.88
C-000278,SUC-44,CL-3310,2025-08-07,Instagram,PayPal,EMP-98,19.09
C-000279,SUC-17,CL-784,2025-08-12,Amazon,Bizum,EMP-90,658.83
c_000280,SUC-35,CL-5010,2025-08-17,Desconocido,PayPal,EMP-61,693.91
C-000281,SUC-12,CL-8680,2025-07-30,Amazon,Transferencia,EMP-20,869.25
c_000282,SUC-48,CL-1458,2025-08-09,Amazon,PayPal,EMP-30,517.54
C-000283,SUC-10,CL-4505,2025-05-31,Distribuidor,Transferencia,EMP-79,1483.92
C-000284,SUC-19,CL-6184,2025-07-21,Distribuidor,Tarjeta,EMP-87,1433.19
C-000285,SUC-10,CL-9394,2025-07-24,Presencial,Amazon Pay,EMP-94,1407.96
C-000286,SUC-24,CL-4578,2025-08-10,Página Web,Amazon Pay,EMP-59,253.17
c_000287,SUC-43,CL-5787,2025-07-26,Amazon,Efectivo,EMP-82,303.49
c_000288,SUC-3,CL-8377,2025-07-02,Página Web,Bizum,EMP-23,768.08
c_000289,SUC-19,CL-8912,2025-08-14,Distribuidor,Bizum,EMP-78,124.97
c_000290,SUC-45,CL-1572,2025-06-17,Presencial,PayPal,EMP-2,832.86
C-000291,SUC-8,CL-6502,2025-08-09,Instagram,PayPal,EMP-36,233.52
C-000292,SUC-12,CL-4121,2025-08-01,Amazon,Efectivo,EMP-85,967.2
C-000293,SUC-3,CL-1476,2025-08-10,Página Web,PayPal,EMP-43,931.81
C-000294,SUC-39,CL-8236,2025-07-01,Página Web,Bizum,EMP-68,831.19
C-000295,SUC-24,CL-9471,2025-05-28,Instagram,Bizum,EMP-36,908.03
C-000296,SUC-35,CL-7161,2025-06-29,Instagram,Transferencia,EMP-74,222.32
c_000297,SUC-28,CL-3221,2025-07-25,Distribuidor,Efectivo,EMP-73,267.09
C-000298,SUC-42,CL-8727,2025-06-12,Distribuidor,Bizum,EMP-3,1471.51
c_000299,SUC-11,CL-1560,2025-07-23,Amazon,Transferencia,EMP-64,1411.33
C-000300,SUC-20,CL-552,2025-08-03,,Cheque,EMP-58,
c_000301,SUC-13,CL-8912,2025-08-11,Presencial,PayPal,EMP-94,817.06
c_000302,SUC-15,CL-8910,2025-07-05,Distribuidor,Bizum,EMP-59,1178.84
c_000303,SUC-25,CL-544,2025-08-17,Distribuidor,Transferencia,EMP-97,100.44
c_000304,SUC-5,CL-2241,2025-06-17,Página Web,Transferencia,EMP-95,1225.48
c_000305,SUC-25,CL-9476,2025-08-08,Página Web,Efectivo,EMP-49,1359.91
c_000306,SUC-29,CL-2628,2025-06-19,Instagram,Tarjeta,EMP-19,219.62
